Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Audi A1 2011,https://www.autopareri.com/forums/topic/37039-audi-a1-2011?&page=38#comments,2010-02-18 08:44:26,Cosimo,,quoto. Puoi agghindarla come vuoi ma anche questa rimane un panzerotto. Imho nemmeno in audi son riusciti a risolvere bene la tipologia B sportiva. ,,,,,,,,,,,,,,
Alfa Romeo Giulia 2016,https://forum.quattroruote.it/threads/alfa-romeo-giulia-2016.97104/page-12,2015-06-24 00:00:00,reFORESTERation,,Un gioiello un capolavoro ! Finalmente posso tornare a guidare Alfa ( si spera la 2.0 turbo benza da 250cv Q4 ) .. Il primo che nomina la parola Diesel seguita dalle seguenti: Alfa Romeo Giulia in ogni ordine lo fulmino. ,,,,,,,,,,,,,,
Durata lampade allo xeno originali,http://www.porschemania.it/discus/messages/22971/538386.html?1535086397,2011-01-16 18:41:00,cayenne_s,,Ciao Umberto io l'ho smontata la lente concavava \xe8 una stupidata ci sono 4 viti torx le togli ed hai accesso al faro con un buco abbastanza grande buon lavoro ! ,,,,,,,,,,,,,,
Porsche: nuovo record di vendite nel mondo,https://forum.quattroruote.it/threads/porsche-nuovo-record-di-vendite-nel-mondo.108377/page-2,2017-03-04 00:00:00,Mastertanto,"'Il discorso della supposta ""purezza"" invece è molto semplic pens per un appassionato: Porsche ha sempre costruito auto sportive; e nella sua filosofia costruttiva efficacia ed anche efficienza sono sempre stati parametri importanti. Anche se non in modo estremo come certi costruttor spesso le Porsche del passato si sono distinte per prestazioni pari o superiori ad altre vetture della concorrenza di cilindrata e potenza superiori. Anche se ci sono state anche Porsche potentissim come la 917 per esempio. Un SU per quanto tecnicamente ai vertic come la prima generazione della Cayenn ha poco a che spartire con questa storia sportiva: per quanto prestazionale si un SUV non sarà mai un'auto sportiva. Meno che mai a gasolio. Inoltr con i SUV la condivisione tecnologica e produttiva con VW è stata massim perché si tratta di modelli che sono nati in comune con il corrispondente modello VW (Cayenne-Touareg) o ne sono derivati direttamente (Macan-Q5) con una condivisione di componenti fondamentali - scocc propulsor impiant etc etc molt molto più profonda che per i modelli del passato. In pratica si tratta di due varianti della stessa auto marchiata VW o Aud ovviamente caratterizzate in modo molto diverso grazie a differenze abbastanza profonde di assett regolazioni e livello prestazionale dei propulsori. In passato ciò non era mai avvenuto. Po ovviament anche l'appassionato Porsche se ha l'esigenza di acquistare un SUV resta quasi sempre in cas per legame col marchi per effettivi contenuti tecnic etc; è conscio che gli utili fatti con i SUV servono per continuare a produrre le sportive; ma è anche conscio che le sportive Porsche rispetto ai SUV sono un mondo a parte.'",Tutto ciò alla fine è quello che ho sempre detto anch'io : che infatti non amo le Suv proprio come concetto ed indipendentemente da chi le costruisca. D'altra parte questa condivisione queste sinergie sono tipiche dei nostri tempi che ci piaccia o no. . ,,,,,,,,,,,,,,
Ho i gemelli spark come propulsione yooo,https://www.autopareri.com/forums/topic/26191-ho-i-gemelli-spark-come-propulsione-yooo?&page=5#comments,2007-12-01 17:45:37,J-Gian,,"E me sa che continua... E se date un occhio in ""confronti e consigli"" temo ci stiamo pure filando dietro... A pensar ""bene"" certe volte... ",,,,,,,,,,,,,,
potenziale acquirente KARL,https://forum.quattroruote.it/threads/potenziale-acquirente-karl.112174/,2017-09-09 00:00:00,matricola186,,Buon pomeriggio sono giorni ormai che navigo nel web per scoprire se esiste una versione della KARL a GPL con cambio automatico ma non sono riuscito a configurarla . Mi potete dire se esiste questa versione senza dover passare dalla concessionaria GRAZIE ,,,,,,,,,,,,,,
Ford Focus 2010 (Topic Ufficiale),https://www.autopareri.com/forums/topic/36641-ford-focus-2010-topic-ufficiale?&page=9#comments,2010-01-11 21:01:07,Matteo B.,,è una ford. ha su tutto viene via a poco e ha una meccanica più che degna. hanno SEMPRE venduto così. tutte grigie met e interno nero in tessuto. per me ( come le precedenti ) vendono non è un'auto da fighetti. fine. non vuole esserlo. ,,,,,,,,,,,,,,
Abarth 124 rally RGT,https://forum.quattroruote.it/threads/abarth-124-rally-rgt.106123/page-5,2017-02-25 00:00:00,pilota54,,Questa la prima gara del campionato spagnolo rally. 3-4 MARZO 2017 XXIII RALLY DO COCIDO ( PREINSPECCIÓN ) ( PREINSPECCIÓN ) CAMPEONATO DE ESPAÑA DE RALLYES DE ASFALTO ,,,,,,,,,,,,,,
quanto durera' ancora 147?,https://www.autopareri.com/forums/topic/11509-quanto-durera-ancora-147?&page=5#comments,2005-02-18 13:17:47,voltaire,,La gente non va ad acquistare la 147 restiling in quanto hanno la possibilità di scegliere la versione precedente venduta a 16800euro ( con a/c Alfatex radioCD ) ! Questa attuale sarà a sua volta venduta a fine carriera nel momento in cui verrà alla luce la nuova 148. Quindi io credo che la gente non è poi tanta scema come vogliono far credere gli addetti marketing ! La 147 piace ancora e al prezzo dei km 0 finalmente puo' essere accessibile ai più ! Che poi diciamocela tutta spendere 23000euro per la 147 ante o post restiling è una mezza follia a livello qualitativo secondo me non vale tutti quei soldi. Un saluto a tutti ! ,,,,,,,,,,,,,,
CX5 - meglio con manuale o automatico?,https://forum.quattroruote.it/threads/cx5-meglio-con-manuale-o-automatico.62097/,2012-03-25 00:00:00,Jolly10,'QR ha provato la versione da 150 cv a trazione anteriore. Buoni consumi e prestazion sterzo non un granch nel test di stabilità ha un rollio marcat la frizione è pesant cambio dalla manovrabilità migliorabile. Vero difett il comfort: sospensioni rigide (sulle buch dietro si sobbalza) e rumorosità fastidiosa. I pregi sono i consumi e la capacità e praticità del bagagliaio. Data la manovrabilità e la frizion direi cambio automatico.',"Guarda ho provato con forti buche ed è vero un pochino si sente se lo paragono ad auto con sospensioni Idroattive e si percepisce di più dietro nel senso che anche guidando non senti sobbalzare avantreno ma dietro il colpo si. Certo che se paragono ad una Mazda3 allora il CX5 assorbe meglio le buche. Io la prova l'ho fatta con i cerchi da 19"" e AWD quindi magari cambia qualcosa ma certamente mi pare si sia tenuto ad inasprire la cosa visto che nel percorso provato tutte le auto risentono dei buchi. Lo sterzo se ti guardi la prova sul famoso circuito americano il pilota resta sorpreso anche del passaggio al cavatappi. Per di più prova fatta con il cambio automatico. L'insonorizzazione è molto buona infatti ti dicono che si sente dai 150km/h. I cambi di direzioni li ho provati pochissimo ma in accellerazione la tenuta è stata ottima così come il coricamento che non l'ho percepito. Poi certo se lo asprisci non essendo un Porsche certe cose di un'auto alta le percepisci. Frizione non saprei. Provando il benzina mi è sembrata anche troppo morbida. Sul Diesel non saprei ma loro hanno detto che la Honda Civic è pesante con i suoi 12 3 kg quindi se rilevano 13 9kg è normale che è pesante. Però se guidi un Ducato chissà allora che fai. ",,,,,,,,,,,,,,
acquisto Fiat Ducato,https://www.bmwpassion.com/forum/threads/acquisto-fiat-ducato.36447/,2003-11-20 00:00:00,Luca318,,mio padre vuole cambiare il suo attuale fiat ducato con la nuova versione ! siamo solo indecisi se prendere il 2.3 Mjt o il 3.0attualmente abbiamo il 2.8D da 80 cv ca... l'attuale fa egregiamente il suo lavoro quindi chiaramente nn vuole avere un motore troppo fiacco però nn gli serve nemmeno un motorone voi cosa consigliate ? ,,,,,,,,,,,,,,
A4 3.0 4x4 tiptronic sport VS BMW 330d o 330xd E91,https://www.bmwpassion.com/forum/threads/a4-3-0-4x4-tiptronic-sport-vs-bmw-330d-o-330xd-e91.16976/,2004-07-13 00:00:00,Vegeta330,,"Mio padre è in procinto di cambiare la sua Audi 2.5 TDI 163 cv familiare ( assetto audi cerchi 17"" interni chiari ) ..........Convinto a prendere l'Audi A4 3000 sport l'ho quasi convinto ad andare in conce a provare una E91 ( incoraggiato anche dal fatto che può scegliere tra 330d e 330xd mentre audi fa solo l'integrale ) . Se tutto va bene fra un po' ci sarà un nuovo adepto................... ",,,,,,,,,,,,,,
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.,https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-188,2013-05-20 00:00:00,giampi47,"mitoAR ha scritto: Per quale motivo l'alfa tardò nell'introdurre le 4 valvole per cilindro? Penso che sarebbe stata un'innovazione alla portata già sul finire degli anni 8 considerando l'utilizzo dei ben più complessi variatori e oltretutto i motori erano già bialbero...... se non erro proprio in questo topic (ma con 188 pagine vallo a trovare) il buon Gampy (se non erro) ci mostrò le immagini delle testate per bialbero (erano prototipi) con 3 valvole e doppia accensione (per cilindro) e 4 valvole accensione singola. Se non ricordo mal fra i motivi la necessità di non sforare con i badget bassissimi dell'epoca iri (la sola doppia accensione portò cmq benefici enormi sul bialbero aspirato). Chissà poi che non fosse già nella mente di qualcuno l'idea dei Pratola Serra. O magar il discorso plurivalvole probabilmente andò avanti cambiand con il nuovo cors semplicemente basamento... @ mitoAR @ vecchioAlfista L' amico VecchioAlfista ha gia dato esauriente risposta e lo ringrazio. Per parte mi non appena possibile andrò a rivedermi quanto scritto e le foto postate circa 2 anni or sono su questo topic. Inoltr proprio qualche giorno fa ho ritrovato altre pubblicazioni donatemi oltre 25 anni fa dagli amici dell ' ALFA - e quindi non in commercio - che presentano ulteriori curiosità ( sui motori in oggetto - e non solo - ) e quindi integrerò a ciò che conosco ed a ciò che ho scritto. Siccome c'è un nesso tra il motore sperimentale ALFA - 4 Valvole ( dei primi anni '70 ) e ciò che io vidi da lì a pochissimi mesi dopo ( cioè venne montato su una vettura blindata ) mi sarà piacevole raccontarVi ( ancora una volta ) qualcosa di ciò. Fin quì circa il 4 Valvole Monoaccensione. Però dobbiamo pure ricordare che già negli anni '60 fecero motori per le Corse Nautiche con motori Doppia Accensione ed a 4 valvole. Ed accenneremo anche a questo. CIAO e.......A presto. :thumbup: "" mitoAR ha scritto: Per quale motivo l'alfa tardò nell'introdurre le 4 valvole per cilindro? Penso che sarebbe stata un'innovazione alla portata già sul finire degli anni 8 considerando l'utilizzo dei ben più complessi variatori e oltretutto i motori erano già bialbero...... se non erro proprio in questo topic (ma con 188 pagine vallo a trovare) il buon Gampy (se non erro) ci mostrò le immagini delle testate per bialbero (erano prototipi) con 3 valvole e doppia accensione (per cilindro) e 4 valvole accensione singola. Se non ricordo mal fra i motivi la necessità di non sforare con i badget bassissimi dell'epoca iri (la sola doppia accensione portò cmq benefici enormi sul bialbero aspirato). Chissà poi che non fosse già nella mente di qualcuno l'idea dei Pratola Serra. O magar il discorso plurivalvole probabilmente andò avanti cambiand con il nuovo cors semplicemente basamento ""Per quale motivo l'alfa tardò nell'introdurre le 4 valvole per cilindro? Penso che sarebbe stata un'innovazione alla portata già sul finire degli anni 8 considerando l'utilizzo dei ben più complessi variatori e oltretutto i motori erano già bialbero...""","Segnalo quanto segue : http://forum.quattroruote.it/posts/list/1170/53015.page ed anche : http://forum.quattroruote.it/posts/list/1185/53015.page Mi viene spontaneo un suggerimento = a ) leggere per prima cosa circa i motori Doppia Accensione e 4 Valvole per le gare nautiche- motori che si riferiscono agli anni '60. :shock: b ) Forse quando intervenni sul topic in oggetto avevo postato qualche foto. c ) Guardare ove racconto di mio "" incontro "" in Autodelta con ALFETTA speciale e blindata e con motore a 4 valvole -Monoaccensione. d ) Vedere se c'è foto 3621 che parla di ALFETTA Rally con questo motore. Poi basta altrimenti Ti confondo le idee Però ora vedo di postare qualche foto in modo cronologico. Ciao. :thumbup: Attached files /attachments/1597390=25816-Complessivo motore Alfa 1750 GTAm- da 2000 cc. Doppia Accensione e 2 Valvole.JPG ",,,,,,,,,,,,,,
Fiat Grande Punto (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/29104-fiat-grande-punto-topic-ufficiale-2008?&page=42#comments,2009-07-03 12:04:19,Regazzoni,,In realtà come al solito la castroneria l'hai detta tu. In che modo dobbiamo spiegarti di non sparare informazioni a casaccio quando non sai le cose ? ,,,,,,,,,,,,,,
Lancia Ypsilon batte Mini One,https://www.autopareri.com/forums/topic/8406-lancia-ypsilon-batte-mini-one,2004-08-09 19:43:46,Sonata_Arctica,,Come cacchio si fa a confrontare Ypsilon e Mini ? ? ? ? ? In teoria la cosa avrebbe senso il problema è che sono TROPPO diverse per caratteristiche peculiarità e target: di fatto ad una persona cui piace l'una non verrebbe MAI in mente di comprare l'altra. Io ad esempio ( per quanto mi stia sulle palle il caso specifico ) sono un tipo da Mini ossia vettura piccola bassa e scattante assetto piatto e poco spazio-confort mai e poi mai mi interesserebbe una macchina alta pesante silenziosa con dei sedili che paion poltrone da salotto e che ad ogni curva percorsa un minimo velocemente si corica lateralmente come una Cadillac anni '50. ,,,,,,,,,,,,,,
SEAT EXEO 2.0 TDI: CHI L'HA ACQUISTATA / TRATTATA? CERCO INFO!,https://forum.quattroruote.it/threads/seat-exeo-2-0-tdi-chi-lha-acquistata-trattata-cerco-info.12705/page-3,2010-01-14 00:00:00,paolinotdi,,Buonasera quello che m'impedisce di acquistare l'auto adesso è che mi sono sposato lo scorso aprile e quindi fino all'estate sarei troppo tirato finanziariamente se sostituissi l'auto...si tratta giusto di finire gli ultimi lavori in giardino e di far mettere la tenda parasole dove metto il tavolo esterno...però vabbhè siamo OT Secondo me il mercato dell'auto nel 2010 sarà fermo quindi con il passare dei mesi mi auguro che i prezzi scendano ulteriormente Per la marea ne abbiamo avuta una in famiglia ma era una TD100 capisco quello che vuoi dire comunque la exeo monta un quadrilatero anteriore e delle sospensioni indipendenti posteriori. Voi in famiglia in quanti siete ? giusto per capire con le valige come siete messi. Grazie e ciao PAOLO ,,,,,,,,,,,,,,
Legge di stabilità..ecco perché Renzi si definisce rottamatore,https://www.bmwpassion.com/forum/threads/legge-di-stabilit%C3%A0-ecco-perch%C3%A9-renzi-si-definisce-rottamatore.243850/page-44,2010-08-02 00:00:00,Agri62,"'Cioè credi che ""in qualche modo"" lasceranno perdere?'","Credo che sia come dice Puccio cioè che il casino stia nel ""buco"" tra gennaio e aprile in cui vige la legge nazionale. Se poi ""lasceranno perdere"" questo non lo so proprio..... ",,,,,,,,,,,,,,
159 gta,https://www.bmwpassion.com/forum/threads/159-gta.13255/page-10,2005-06-22 00:00:00,lelesch81,io la penso in un altro modo.. caro gabriele io t ripeto cn 90000euro mi farei una maserati...attendendo la nuova...mi farei una gransport...anke se è un progetto cn qualke annetto... ke poi tecnicamente la bmw è una spanna sopra a maserati questo nn sta ne in cielo ne in terra...... Un conto è pensare un conto è lavorarci e vedere come vanno non credi? La nuova non si sa nemmeno se uscirà tanto per intenderci e la Maserati con la Ferrari non c'entra più quasi null ho detto quasi.... 'io la penso in un altro modo.. caro gabriele io t ripeto cn 90000euro mi farei una maserati...attendendo la nuova...mi farei una gransport...anke se è un progetto cn qualke annetto... ke poi tecnicamente la bmw è una spanna sopra a maserati questo nn sta ne in cielo ne in terra...',è vero ciò che dici ( sankunen ) ma..... c'è un grosso MA....... l'aver cambiato politica ha portato si a un maggiore penetrazione della quota di mercato..... ma dall'altro ha comportato una perdita economica notevole...... il gruppo dopo aver perso l'identità ha anch eperso il potere economico...... inoltre questa politica di espansione e penetrazione ha portatto a far si che per raggiungere il bep su ogni modello fosse necessario vendere un numero enorme di vetture..... cosa che non gli è riuscita neanche con l'uso delle km0...... ( che è stato addirittura un boomerang...... ) non saranno stupidi ma han pensato più a mangiare per i cazz... loro che non agli interessi della ditta........ ed è anche ora che lo stato smetta di far fluire i soldi delle nostre tasse a loro..... non siamo noi che dobbiamo pagare le negligenze altrui....... ( poi so bene che certi esborsi han sempre un fine utile a tutt'italia...... ma la cosa non è poi così bella..... ) ,,,,,,,,,,,,,,
