Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=743#comments,2016-06-08 17:44:02,Kippur,,Zitto tu che la Ghibli ha il telaio tuttodalluminio l'ho letto su wikipedia p.s. magari avessero usato Giorgio anche per le Modenesi. Lì davvero c'è stato uno spreco di risorse. Per mille ragioni anche comprensibili ma col senno di poi un bel falò di denari... ,,,,,,,,,,,,,,
Alfa Romeo 4C 2013,https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=546#comments,2013-09-18 21:20:08,ricky1750,,Si ma la base non ha minimamente le prestazioni di 4C... ,,,,,,,,,,,,,,
Truffato da concessionaria BMW,https://www.bmwpassion.com/forum/threads/truffato-da-concessionaria-bmw.157479/page-3,2010-05-10 00:00:00,AndryDJ,"""Ragazzi a volte mi pare di sognar ma cosa raccontate?Se io proprietario attuale dell'auto vado in una qualsiasi conc. Bmw con la chiave ed il libretto dove si attesta che sono il proprietario del veicol se l'addetto alla reception ha 5 minuti di tempo (unica incognita) posso farmi stampare vita morte e miracoli dell'aut ovvero interventi in garanzia del veicolo con data e km ed eventuali tgl.fatti con data e km. Fatto personalmente in un conc. di Modena senza conoscere nessun ero lì per comprare due tappetini. Quindi ripeto all'ennesima potenz vai in conc. e fatti sta stampa. Dopo iniziamo a ragionare sul da farsi. Sono stato chiaro??? Ti stai basando su informazioni che ti ha dato un presunto comprator magari sono fals che ne sai?""",Ragazzi a volte mi pare di sognare ma cosa raccontate ? Se io proprietario attuale dell'auto vado in una qualsiasi conc. Bmw con la chiave ed il libretto dove si attesta che sono il proprietario del veicolo se l'addetto alla reception ha 5 minuti di tempo ( unica incognita ) posso farmi stampare vita morte e miracoli dell'auto ovvero interventi in garanzia del veicolo con data e km ed eventuali tgl.fatti con data e km.Fatto personalmente in un conc. di Modena senza conoscere nessuno ero lì per comprare due tappetini.Quindi ripeto all'ennesima potenza vai in conc. e fatti sta stampa.Dopo iniziamo a ragionare sul da farsi.Sono stato chiaro ? ? ? Ti stai basando su informazioni che ti ha dato un presunto compratore magari sono false che ne sai ? ,,,,,,,,,,,,,,
Maserati Quattroporte 2013,https://www.autopareri.com/forums/topic/49425-maserati-quattroporte-2013?&page=36#comments,2012-11-08 07:25:42,CoreVD,,"Bo internamente l'unica pecca che mi sento di far notare è il navi messo i in basso ( stile autoradio ) quando oramai tutti lo inseriscono in alto ( meglio a comparsa o protetto da una ""palpebra"" odio quello Audi ad esempio ) . Tale navi poi potevano colorarlo come i comandi clima o viceversa... PS: i fanali anteriori sono similissimi ad una cross nipponica.. ",,,,,,,,,,,,,,
Fiat 500X MY 2017,https://www.autopareri.com/forums/topic/62380-fiat-500x-my-2017?&page=174#comments,2015-01-28 14:59:21,chiddie,,Non vedo altri B-Suv così fuoristradistici come Renegade ( ovviamente non il Renegade 4x2 ) . Se mi sono perso qualcosa me ne scuso. ,,,,,,,,,,,,,,
mercedes cls 320 cdi PRESA!,https://www.bmwpassion.com/forum/threads/mercedes-cls-320-cdi-presa.19107/,2005-07-26 00:00:00,330ci,,in famiglia hanno preso il nuovo 320cdi CLS...cosa ne pensate ? ? sapete per caso dove posso trovare qualche prova o test in internet o su qualche rivista di auto ? ? ? ,,,,,,,,,,,,,,
[Stati del Golfo] Renault Safrane (Foto Ufficiali),https://www.autopareri.com/forums/topic/30079-stati-del-golfo-renault-safrane-foto-ufficiali?&page=4#comments,2008-08-31 11:07:57,Teknos,,la Nuova Safrane è semplicemente una Samsung SM5 con marchio Renault ed è destinata ai paesi del golfo e non da noi. da noi dovrebbe arrivare ( adesso il progetto è stato rimandato insieme a quello del nuovo Espace e Megane SUV ) una ammiraglia che dovrebbe essere sulla base della SM7 ma userà solo il pianale e lo stile dovrebbe essere simile alla CLS ( coupe-berlina ) ... ,,,,,,,,,,,,,,
Consiglio Golf Plus usata,https://www.autopareri.com/forums/topic/56855-consiglio-golf-plus-usata,2014-11-15 10:03:47,1happydream,,"Imho il prezzo ""vero"" sarà ( entro breve.. ) ben superiore a 10/11 mila euro A quella cifra trovi un MPV seminuovo ( CMax Scenic ) Ad esempio il primo che ho visto Auto usate: Ford C-Max 1.6 TDCi 115 cv Titanium -navi- AutoScout24 pagina di dettaglio http://www.autoscout24.it/Details.aspx ? id=260919095&amp asrc=st|sr as ",,,,,,,,,,,,,,
Nuova Kia Rio 2011,https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-63,2012-02-21 00:00:00,Guidarepilotare,,E' come chiedere al pescivendolo se il pesce è fresco certamente RIO ! ,,,,,,,,,,,,,,
Ford Mondeo 2014,https://www.autopareri.com/forums/topic/45798-ford-mondeo-2014?&page=20#comments,2014-06-19 09:29:36,crissisin,,mi piace molto ! ,,,,,,,,,,,,,,
Mi piacerebbe conoscere appassionati del tridente amanti della biturbo,https://www.autopareri.com/forums/topic/28074-mi-piacerebbe-conoscere-appassionati-del-tridente-amanti-della-biturbo,2009-02-24 19:41:17,gabiturbo,,ciao ! sono amante e possessore di una Biturbo ( 1983 ) ... che auto ! ! ! ,,,,,,,,,,,,,,
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=730#comments,2016-06-05 21:17:51,owluca,,I do not always pass from Audi to Alfa but when I do I'm not interested in cruising at constant speed on a motorway CIt. ,,,,,,,,,,,,,,
Mercedes-Benz GLC 2015,https://www.autopareri.com/forums/topic/58663-mercedes-benz-glc-2015?&page=4#comments,2016-01-02 18:32:33,xberi,,Vista in foto non dice molto. Dal vivo ho avuto modo di accostarla per un pò nel traffico e ho dovuto ricredermi. Bella. ,,,,,,,,,,,,,,
Lo prevedevo da tempo...la futura A4 diventa una Passat vestita a festa....,https://forum.quattroruote.it/threads/lo-prevedevo-da-tempo-la-futura-a4-diventa-una-passat-vestita-a-festa.111173/page-5,2017-07-06 00:00:00,saturno_v,'Non so di che obbrobrio si tratta nella seconda immagine che hai postat ma lo vede un cieco su un occhio che si tratta di una Ta con motore trasversale..',Mercedes CLA...e non e' affatto brutta....che e' una TA lo intuisci solo perche' ha il cofano corto....sbalzo anteriore perfettamente paragonabile alla A4. ,,,,,,,,,,,,,,
Colonnina EVAD Fast Municipio Sant'Ilario d'Enza RE Piazzale Eugenio Curiel,https://www.forumelettrico.it/forum/colonnina-enel-fast-a-sant-ilario-d-enza-re-t1540-60.html?sid=b3fb5fad0ffc96dad262d5690582cd95&sid=b3fb5fad0ffc96dad262d5690582cd95,2017-10-22 17:39:00,Deen,'Di nuovo interrotto la ricarica al 93%',Al 93% può essere normale al 100% di solito non ci arriva mai,,,,,,,,,,,,,,
Arrivato oggi RAV4 Hybrid!,https://forum.quattroruote.it/threads/arrivato-oggi-rav4-hybrid.112346/page-5,2017-12-24 00:00:00,paulein118,,tranquillo non è necessario. A me che tu non voglia partire a discutere. eheheh Io infatti oramai se posso evito proprio la discussione sui consumi sul cvt.... ,,,,,,,,,,,,,,
Costruzione macchine leggere e con ridotta sezione frontale,https://www.autopareri.com/forums/topic/12122-costruzione-macchine-leggere-e-con-ridotta-sezione-frontale,2005-03-24 15:47:44,Autodelta85,,anche perchè di questo passo penso che tornerò al mondo delle 2 ruote..... Il mio parere è di parte ma io dico : + meccanica -marketing ,,,,,,,,,,,,,,
seconda serie VS terza serie,https://forum.quattroruote.it/threads/seconda-serie-vs-terza-serie.118119/,2018-08-30 00:00:00,vviisseerrtt,,ciao non capisco bene la tua domanda... che tipo di aiuto ti serve ? ,,,,,,,,,,,,,,
Chi sono? Mi presento,https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-31,2010-09-18 00:00:00,Brumista,Ciao sono Stefan abito a Firenze classe 1968. Possiedo una Yeti 2.0 TDI 100 C presa ai primi di settembre 2010. Al momento mi trovo benissim motore eccellent silenzios ne sono entusiasta!... Benvenuto da parte nostra 'Ciao sono Stefan abito a Firenze classe 1968. Possiedo una Yeti 2.0 TDI 100 C presa ai primi di settembre 2010. Al momento mi trovo benissim motore eccellent silenzios ne sono entusiasta!',"Mi associo al ""presidente"" Nel darti il nostro benvenuto..... ",,,,,,,,,,,,,,
Euro NCAP - Sessione 02/2011 - Crash Test,https://www.autopareri.com/forums/topic/42058-euro-ncap-sessione-022011-crash-test,2011-02-23 12:50:20,V6 Busso,,Già: risparmi sugli airbag ? Prendi meno stelle ! ! Tanto poi ci sono i soliti venditori disonesti che spacciano per le Dacia il dato Euroncap delle Renault corrispondenti... PS: tutto vero non mi invento niente . Edit: la Duster provata ha 6 airbag quindi è un fatto strutturale non di dotazioni di sicurezza passiva . ,,,,,,,,,,,,,,
Fiat Freemont 2011,https://www.autopareri.com/forums/topic/41568-fiat-freemont-2011?&page=164#comments,2011-11-03 22:00:35,Regazzoni,,L'8 rapporti è per i motori longitudinali non per i trasversali. Per i trasversali arriverà più avanti il ... 9 rapporti. ,,,,,,,,,,,,,,
Mega ritardi consegne accessori Lancer...possibile?!,https://forum.quattroruote.it/threads/mega-ritardi-consegne-accessori-lancer-possibile.12998/,2009-10-23 00:00:00,Aesse84,,Finalmente si è conclusa la mia epopea.... ! ! ! ! ! arrivato tutto lunedì e montato tra ieri e oggi ! Nova74: hai i cerchi da 16 ? secondo me i 18 sono l'ideale per la linea della ns macchina...e se proprio vuoi esagerare i 19 originali sono paurosiiiii ! ! ! bye ,,,,,,,,,,,,,,
Citroën C-Elysée 2012,https://www.autopareri.com/forums/topic/47749-citro%C3%ABn-c-elys%C3%A9e-2012?&page=8#comments,2016-06-15 20:35:10,flamingo,,"Ho conosciuto questo forum per caso indicatomi da un amico a cui ho caldamente consigliato l'acquisto della Citroen c-elysee dopo averla avuta come auto sostitutiva della c4 picasso di mia moglie incidentata. Leggo commenti trancianti espressi forse non me ne vogliate in maniera frettolosa sopratutto su questioni estetiche che al di la dei canoni standard sono pur sempre una questione puramente soggettiva. I miei standard automobilistici sono piuttosto elevati ho la fortuna di possedere e utilizzare auto considerate di alta gamma questo lo scrivo per dare sostanza al giudizio che esprimo in merito a questa vettura ""low cost"". Ma torniamo alla Elysee è una vettura con pochi fronzoli che a un primo sguardo può sembrare spartana concede pochi vezzi stilistici e tecnologici ma è un auto SINCERA offre a un prezzo veramente accessibile a tutte le tasche ( si porta a casa a 13000 euro il diesel ) una berlina robusta spaziosa parca nei consumi con un motore che non esito a definire sorprendente e con dotazioni di bordo tutto sommato più che dignitose. Nell'ottica di quello che potrebbe essere il target a cui si rivolge famiglia con figli con modesto potere d'acquisto risulta essere non solo un'ottima alternativa ma addirittura per il tipo di offerta avere poche rivali nel rapporto qualità prezzo. L'abitacolo è spazioso rifinito con cura e di aspetto solido nonostante non ci siano componenti in materiale pregiato la posizione di guida è sorprendentemente comoda e per quanto la scelta particolare nel posizionamento di alcuni comandi risulta essere tutto a portata di mano. Le dotazioni di bordo in particolari cruise control radio con usb e bluetooth sensori di parcheggio sono basilari ma visto il prezzo e considerando le alternative sul mercato diciamo che si possono considerare più che soddisfacenti. Il vano portabagagli di oltre 500 litri è anche visivamente molto spazioso e lo spazio per i passeggeri posteriori più che discreto anche per gli ospiti spilungoni. Sulla strada il comportamento è ottimale si denota che di ""low cost"" nell'intelletto in fase di progettazione in realtà ci sia poco l'auto è molto soffice nelle asperità e tende a coricarsi come da tradizione Citroen ma sorprende per neutralità di comportamento è facile da guidare e non affatica. il motore mi ha sorpreso è lineare silenzioso per essere un diesel ( grazie anche all'ottimo lavoro di insonorizzazione meno low cost di certe Alfa Romeo ) offre una coppia molto lineare ed è più che sufficiente per portare in giro la berlina anche in montagna senza patemi oltre che veramente parco nei consumi. Per concludere Citroen ritengo ( come fiat per l'operazione Tipo ) abbia centrato il punto offre a un prezzo dignitoso una soluzione low cost per la famiglia con poche licenze stilistiche ma con la giusta sostanza non inganna non fa brillare gli occhi ma una famiglia con modesto reddito e di questi tempi in italia già averlo il reddito è una conquista può viaggiare con il giusto comfort in economia e senza dover rinunciare a niente di particolare. Ben vengano auto intelligenti in un mercato dominato da frivolezze pagate a caro prezzo a discapito della sostanza. Mi scuso per essere stato prolisso ma mi sembrava doveroso dare un'informazione più completa possibile. ",,,,,,,,,,,,,,
Bagheera [OFF TOPIC],https://www.bmwpassion.com/forum/threads/bagheera-off-topic.20042/page-2,2004-11-24 00:00:00,dot.miglio,'Be meravigliosa non lo ma è certamente originale. E interessante tecnicament in particolare nel reparto scocca-sospensioni.',La macchina d'epoca è una passione e io ce l'ho solo che preferisco le storiche italiane sicuramente è tecnicamente interessante anche la linea è particolare però son gusti ! :wink: ,,,,,,,,,,,,,,
Volkswagen Scirocco 2008 (Topic Ufficiale),https://www.autopareri.com/forums/topic/31221-volkswagen-scirocco-2008-topic-ufficiale?&page=21#comments,2009-03-18 13:50:10,0utsider,,Scusate nessuno che ha provato/acuistato la versione TDI 140cv ? Sono interessato a questo modello ma essendo nuovo ai motori Volkwagen/audi non lo conosco proprio. Ciao ,,,,,,,,,,,,,,
orlando gpl?,https://forum.quattroruote.it/threads/orlando-gpl.59216/,2011-12-12 00:00:00,smargia2002,'Cia Smargia So che lavori presso una concessionaria Chevrole cosa mi sai dire del 1.8 Gpl? mi spiego meglio delle valvole idrauliche o meno e se presenta problemi di gioco che comportano manutenzione straordinaria? So che alla fine è un Ecotec Opel e di questi problemi la Opel ne avuti molti con il Gpl.',In officina mi dicono ( i meccanici che ci lavorano non solamente l'accettatore ) che i motori sono stati modificati con particolare riferimento al recpero del gioco valvole. Non sò se siano gli stessi motori Opel visto che n Chevrolet ci sono diverse differenze ( come dimostra tra l'altro la vicenda dei 2.0 turbodiesel che non è lo stesso montato da Opel ) . Tieni conto che il GPL sul 1.8 è stato introdotto solo quest'anno prima il GPL era installato solo sul 1.6 e questo mi porta a pensare che ci siano state diverse modifiche. ,,,,,,,,,,,,,,
Porsche vs. pollo a 160 kmh,https://www.bmwpassion.com/forum/threads/porsche-vs-pollo-a-160-kmh.12674/,2004-04-20 00:00:00,Davide,,Date un'occhiata qui:http://www.discretos.net/go-1151-une-poule-a-160-kmh-ca-pardonne-pas.html ,,,,,,,,,,,,,,
Porsche i risultati del progetto FastCharge: ricarica ultra rapida fino a 450 kW - HDmotori.it,http://www.hdmotori.it/2018/12/13/porsche-fastcharge-ricarica-450-kw-potenza-info/,2018-12-14 08:47:00,Giulk since 71',,Non credo la tabella di marcia fino ad ora e stata rispettata,,,,,,,,,,,,,,
