Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Chi ha fatto tantissimi KM con le proprie Renault?,https://forum.quattroruote.it/threads/chi-ha-fatto-tantissimi-km-con-le-proprie-renault.3119/page-6,2010-05-27 00:00:00,markusfix,'Ti ha detto per caso se il conc gli aveva scaricato i chilometri? ',In realtà me lo ha confermato lui stesso che i km erano quelli ( 350.000 e rotti ) poiché voleva sapere se quello che gli aveva raccontato il concessionario era reale. Lui la ha acquistata perché gli interni e la carrozzeria erano tenuti molto bene poi gli avrebbe rifatto fare il motore ma siccome quest'ultimo è ancora in buono stato la utilizzerà per un po' così. L'unico problema che ha riscontrato è che il climatizzatore automatico smette di raffreddare superati i 120 Kmh. Probabilmente si sarà guastato dopo che l'ho data via. Peccato... : ! : ... ah ! mi sono dimenticato di scrivere sull'elenco degli inconvenienti che ho cambiato gli ammortizzatori 2 volte la prima a 180.000 Km e la seconda a 300.000 Km. Poi se a qualcuno può interessare 4 treni di gomme estive e 2 invernali... 8 ) Bye Bye ,,,,,,,,,,,,,,
Nubi su Lancia?,https://www.autopareri.com/forums/topic/17258-nubi-su-lancia?&page=4#comments,2005-12-06 04:24:01,Abarth03,,"Era solo un ""worst case scenario"" Ovvio che spero non ci siano ritardi...sai quando hai visto di tutto diventi un po' prevenuto... ",,,,,,,,,,,,,,
Fiat Grande Punto (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/29104-fiat-grande-punto-topic-ufficiale-2008?&page=57#comments,2010-03-15 00:05:29,J-Gian,,E' da anni che non ne faccio più uno per cui... Quindi nuovo sw motore e quello della strumentazione: dovrebbe eliminare il doppio battito della freccia che talvolta succede quando azioni l'indicatore di direzione... In sostanza via software si ritarda l'accensione della freccia di qualche millisecondo dalla chiusura del contatto per evitare che si azioni più volte con il rimbalzo tipico di tutti i contatti Comunque a detta del meccanico la meccanica dopo quasi 92.000 km è un gioiello olio in buono stato 0 perdite di liquidi pastiglie dei freni ancora originali... Ne avrò per altri 6-7.000 km Scricchiolii non ne ho certo gli accoppiamenti delle plastiche non sono il massimo ed i comandi volante a volte fanno un po' le bizze così come la pelle un po' usurata... ,,,,,,,,,,,,,,
Le Nostre Skoda,https://forum.quattroruote.it/threads/le-nostre-skoda.1033/page-5,2009-08-09 00:00:00,andaland,,:shock: oooooohhhhh ! ! ! ! ! ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=679#comments,2008-07-07 10:10:19,&lt;&lt;Scarface&gt;&gt;,,Non mi fido: organizzami un incontro in privato un sabato sera con le 10 fighette che provo a sondare meglio la loro opinione.... Chiaramente lo farei con spirito di sacrificio e per il bene del forum ! :lol::lol::lol: ,,,,,,,,,,,,,,
RIAR e Alfa recenti di interesse collezionistico,https://www.autopareri.com/forums/topic/32339-riar-e-alfa-recenti-di-interesse-collezionistico?&page=4#comments,2009-02-16 12:49:05,brothersfan,,cavolo mio padre ha una 166 3.0 v6 in condizioni perfette......questo è un modo per ridurre drasticamente il prezzo dell'assicurazione... ,,,,,,,,,,,,,,
Alfa Romeo e le aspettative di vendita,https://www.autopareri.com/forums/topic/27471-alfa-romeo-e-le-aspettative-di-vendita?&page=8#comments,2008-02-28 16:53:15,MeneS,,Io mi AUGURO che abbiano castrato il my per riversare tutte le risorse e le vere migliorie nel FL. Non sarebbe nemmeno male come idea visto che tanto anche la linea stilistica di tutte le nuove Alfa deve cambiare tanto vale creare l'erede della 159 veramente ottima. ,,,,,,,,,,,,,,
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.,https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-2,2011-04-15 00:00:00,smargia2002,,Prima che qualcuno me lo chieda anticipo che la pulizia l'ho fatta io. Ho tolto il commento di multijet effettivamente fuori luogo e quelli che rispondevano al suo intervento. Si può ripartire magari cercando di rimanere in argomento e di non degenerare ( cosa comunque non ancora avvenuta ) . ,,,,,,,,,,,,,,
Online il sito dell'ecobonus per auto elettriche,https://www.forumelettrico.it/forum/online-il-sito-dell-ecobonus-t4943-220.html?sid=053f872f8b7b19de0856815c966834f2&sid=053f872f8b7b19de0856815c966834f2,"12/04/2019, 8:54",marcober,,Di fatto dunque oggi stanno vendendo a LISTINO PIENO.Prima del contributo..facevano uno sconto che di fatto oggi non esiste ? di che entità ? ,,,,,,,,,,,,,,
UFFICIALE: Alfa Romeo 8c,https://www.bmwpassion.com/forum/threads/ufficiale-alfa-romeo-8c.28656/page-5,2005-11-11 00:00:00,996GT3,'Una Z4 Coupè insomma... ...magari bianca! ',a me lascia senza parole e penso che questo bastie poi Alfa mica significa per forza Me-da ,,,,,,,,,,,,,,
Mercedes-Benz GLA Facelift 2018,https://www.autopareri.com/forums/topic/62496-mercedes-benz-gla-facelift-2018,2017-01-09 10:24:12,AndreaB,,Mi ha ricordato tanto questa... ,,,,,,,,,,,,,,
Abarth al Motor Show di Bologna 2007,https://www.autopareri.com/forums/topic/26316-abarth-al-motor-show-di-bologna-2007,2007-12-06 21:50:24,Regazzoni,,"Notato subito anch'io l'aria ""familiare"". Carini i guard-rail. ",,,,,,,,,,,,,,
Audi A1 2011,https://www.autopareri.com/forums/topic/37039-audi-a1-2011?&page=74#comments,2010-05-13 18:54:44,Matteo B.,,cosa c'entro io ? compratela voi e vivete felici ,,,,,,,,,,,,,,
concessionari disorganizzati,https://www.autopareri.com/forums/topic/18645-concessionari-disorganizzati,2006-02-11 13:03:17,Albizzie,,e allora chiamalo paradosso cazzata titolo sbagliato. fa come te pare. ,,,,,,,,,,,,,,
Alfa Romeo Giulietta (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=327#comments,2010-02-22 21:33:46,Raxiel,,Bhe ci saranno a Ginevra ormai manca una settimana e mezza e gli interni si vedranno ,,,,,,,,,,,,,,
Audi A3 3.2 quattro,https://www.bmwpassion.com/forum/threads/audi-a3-3-2-quattro.14909/,2004-08-23 00:00:00,mamo,,Quanto chiedono per un'A3 3.2 quattro usata ? Non trovo quotazioni da nessuna parte ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=783#comments,2008-09-01 13:00:05,El Matador,,Allora aggiorno l'elenco: El Matador Robert-Eroica uomofocaccina venkman Piccolo alfista - MiTo ,,,,,,,,,,,,,,
Vi presento la mia modesta 986,http://www.porschemania.it/discus/messages/502415/856449.html?1556728816,2019-04-27 13:24:00,ge911,,lo abbiamo spaventato ! ! ! ! Dai su sono soltanto consigli di apassionati poi fai come vuoi ! ! ! ,,,,,,,,,,,,,,
Porsche Taycan arriva a settembre ma è già un successo - HDmotori.it,http://www.hdmotori.it/2019/03/08/porsche-taycan-elettrica-prenotazioni-data-uscita/,2019-03-08 08:54:00,Nick126,,Non facevano un passo normale tenendo un piede sulla vettura e uno a terra ma facevano in modo di spostarli contemporaneamente.,,,,,,,,,,,,,,
Enzo distrutta...,https://www.autopareri.com/forums/topic/4763-enzo-distrutta,2004-02-13 14:02:49,maxsona,,Riusciranno a ripararla o il pirla che la guidava ha buttato...quanti sono ? 800000 € ? ,,,,,,,,,,,,,,
159 gta,https://www.bmwpassion.com/forum/threads/159-gta.13255/page-10,2005-07-07 00:00:00,Amante-Audi,,è vero ciò che dici ( sankunen ) ma..... c'è un grosso MA....... l'aver cambiato politica ha portato si a un maggiore penetrazione della quota di mercato..... ma dall'altro ha comportato una perdita economica notevole...... il gruppo dopo aver perso l'identità ha anch eperso il potere economico...... inoltre questa politica di espansione e penetrazione ha portatto a far si che per raggiungere il bep su ogni modello fosse necessario vendere un numero enorme di vetture..... cosa che non gli è riuscita neanche con l'uso delle km0...... ( che è stato addirittura un boomerang...... ) non saranno stupidi ma han pensato più a mangiare per i cazz... loro che non agli interessi della ditta........ ed è anche ora che lo stato smetta di far fluire i soldi delle nostre tasse a loro..... non siamo noi che dobbiamo pagare le negligenze altrui....... ( poi so bene che certi esborsi han sempre un fine utile a tutt'italia...... ma la cosa non è poi così bella..... ) ,,,,,,,,,,,,,,
Concessionario GF Motor a Cosenza,https://www.bmwpassion.com/forum/threads/concessionario-gf-motor-a-cosenza.87486/page-8,2010-03-03 00:00:00,Ta20d,'ma tu sei già venuto oppure è arrivata da sola col carro attrezzi?',stamattian sono stato in gf per ritirare il mio cinquino....ho visto la macchina di Ta20d...che sberla poverino...solidarietà ,,,,,,,,,,,,,,
