Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
360/575: Esemplari prodotti,https://www.autopareri.com/forums/topic/23901-360575-esemplari-prodotti,2010-08-10 09:04:23,AndreaB,,...non sapevo di questo accessorio per il coupè.... esistono delle immagini in rete ? ,,,,,,,,,,,,,,
Ministro inglese: Irresponsabile chi guida i Suv,https://www.bmwpassion.com/forum/threads/ministro-inglese-irresponsabile-chi-guida-i-suv.21744/page-6,2004-02-11 00:00:00,RALLYMAN,HBMunchen ha scritto: continui a provocare squallidament ma non cadrò nella tentazione di risponderti per le rime.... E fai bene...... ' HBMunchen ha scritto: continui a provocare squallidament ma non cadrò nella tentazione di risponderti per le rime.... E fai bene... 'continui a provocare squallidament ma non cadrò nella tentazione di risponderti per le rime.',continui a provocare squallidamente ma non cadrò nella tentazione di risponderti per le rime. ,,,,,,,,,,,,,,
Osservazioni sul Power Cruise Control per allargarne il bacino di utenza,https://www.forumelettrico.it/forum/osservazioni-sul-power-cruise-control-per-allargarne-il-bacino-di-utenza-t5095-40.html?sid=d0ecedc0b92cbd06a1d0bccba03c4c03&sid=d0ecedc0b92cbd06a1d0bccba03c4c03,2019-04-11 17:09:00,sasadj,"'1. La % nella prima pagina è utile (perché non è anche nella seconda?) ma preferirei di più vedere in real time il valore dei kWh residui a destinazione ricalcolato. Nel percorso di oggi arrivavo a destinazione con 8 kWh residu ma arrivando su una colonnina mi erano sufficienti 3kW (giusto per piano B) quindi mentre guidavo vedevo scendere la % fino a - 3 ma che significa? Che per il percorso consumeró 31kWh +3%?ma a me interessa soprattutto capire con quanti residuo arrivo a destinazione. '1a. Sempre collegato al discorso sopr poter specificare nel calcolo itinerario con quanti kWh vuoi arrivare a destinazion così da calcolare velocità adeguat soprattutto per autostrade dove posso andare ben oltre i 110 dei programmi predefiniti. '2. Manca il navigatore. Sarebbe perfetto avere la schermata del navigatore (Google Maps) con sopra le info di PCC. Altrimenti non posso usare lo stesso telefono sia come navigatore che come info di PCC. '3. Avere elenco destinazioni preferite /salvate '4. Perché mi chiedeva di continuo ""percorso cambiato""? Perché ero sopra 3%? ""5. L'utilizzo da divano (come specificato da altri imposto kWh alla partenz luogo di partenza e arriv così faccio le prov senza dover stare fermo in macchina sotto casa a provare dove posso arrivare con una carica '6. Se chiudo Ap riavvio telefono o altro deve mantenere ultimo percorso calcolato senza dover ricalcolare. '7. Visualizzare in modo molto evidente se persa connessione con Odb altrimenti cammino x km considerando che è ok'","Ho visto che Leo ha già risposto utilizzo il post di aZoenzo per comunicarvi che c'è una FAQ sul sito/app ( anche se in inglese mi sono ripromesso con Leo di tradurla in italiano e di aggiungere anche altre domande ) e per rispondere alle sue:L'app dopo 150.000 km di test è stata pensata ( e discussa ulteriormente ) per rendere la guida facile e per evitare distrazioni. La prima schermata serve proprio alla guida: facile immediata semplice. con le indicazioni essenziali ma necessarie. Questa potrà essere una delle features aggiuntive delle prossime versioniIl navigatore è quello di Google Maps nelle versioni aggiornate di Android appare una piccola interfaccia sovrapposta all'app.Si può usare inoltre in modalità multischermo dividendo lo schermo per il PCC e Maps e infine ma con alcune limitazioni ( o meglio impostazioni aggiuntive ) si può usare Android Auto ( ricordatevi di togliere il passaggio automatico da modalità giorno a notte ) La prossima versione dovrebbe avere già questa funzioneQuando cambiano le condizioni atmosferiche quando accendi/spegni l'AC oppure se ci sono delle variazioni considerevoli sull'auto e sul consumo ti chiede di ricalcolare.Ricalcola anche se ti allontani di 500 mt in linea d'aria dal percorso previsto ( lo trovi nella terza schermata ) Si sta lavorando anche a quello ovviamente l'utilizzo con l'auto collegata è il più sicuro perchè ci sono tutti i dati disponibili in quel momento. Arriverà con le prossime versioni anche l'opzione ""divano"" Per adesso rimane l'ultimo percorso memorizzato va cliccato solamente su ""calculate travel"" Per ora te ne accorgi perchè l'icona con l'auto nella prima schermata ( il primo cerchio in basso a sinistra ) non lampeggia domani metteremo anche un promemoria per segnalare tale anomalia.",,,,,,,,,,,,,,
Lettura dati dalla chiave elettreonica impossibile secondo la concessionaria bmw,https://www.bmwpassion.com/forum/threads/lettura-dati-dalla-chiave-elettreonica-impossibile-secondo-la-concessionaria-bmw.160650/page-2,2009-07-05 00:00:00,Punto GT,,In bmw mi hanno detto tagliandi ogni 30000km o 2 anni quindi il prossimo dovrebbe essere a 90.000 giusto ? Io credo che lo anticiperò un po' perchè il computer della macchina mi dice nelle prossime scadenze SOSTITUZIONE PASTICCHE FRENI POSTERIORI tra 2.000 km e quando la porto per le pasticche faccio anche terzo tagliandoCome posso verificare che il filtro recupero vapori che monta è in spugna o no ( è una cosa facile che posso fare io pur non essendo esperto o deve farla l'officina ) ? ,,,,,,,,,,,,,,
arriva lo Stelvione,https://forum.quattroruote.it/threads/arriva-lo-stelvione.114031/page-2,2017-12-31 00:00:00,?angelo0,"""Purtroppo prima non e' prevista nessun'altra novita' di rilievo in Alfa. Significa che l'attuale Giulietta dovra' tirare avanti per almeno altri 3 anni !! Io non condivido affatto questa scelta.""",Dani non credo che non ci sia niente in programma al massimo mancano i soldi per fare quello che loro vorrebero fare..... ,,,,,,,,,,,,,,
Audi A4 b8 usata,https://forum.quattroruote.it/threads/audi-a4-b8-usata.118592/,2018-09-25 00:00:00,mg27,'Quelle auto sono pane per i commercianti dell’Es e sono loro a fare il prezzo.',"Di solito i commercianti dell'est pagano in contanti e cifre basse più o meno le stesse di cui parlavi te sopra. Ma se un privato poi stufo di aspettare ""stanca"" deve svendere la propria auto ad uno di questi commercianti non sarebbe più consono proporla a prezzi più giusti avvicinando il valore di mercato a quella reale ? ",,,,,,,,,,,,,,
affidabilita RX8,https://forum.quattroruote.it/threads/affidabilita-rx8.3629/page-3,2010-11-29 00:00:00,rei99,,Non pensavo ci fossero anche bambini in questo forum... Che tristezza. ,,,,,,,,,,,,,,
Alfa Romeo Giulietta (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=1150#comments,2010-12-28 11:03:44,tone,,:pz:pz:pz Direi che visto il difetto adesso non si venderanno più Giulietta questi si che sono difetti gravissimi.:pz:pz Poi io che ho l'assetto con molle eibach direi che la devo tenere in garage e non usare mai....... Chissà come mai in fase di progettazione non hanno pensato a chi deve guadare 20/30 cm di fango..........e che cavolo Alfa la sportività è questa...:pz:pz Scusate il sarcasmo ma proprio non resistevo:mrgreen::mrgreen: ,,,,,,,,,,,,,,
Renault Captur 2013,https://www.autopareri.com/forums/topic/53994-renault-captur-2013?&page=55#comments,2013-10-17 07:21:55,Luca74c,,A me sulla Energy c'è ma non ricordo che sulla live era presente quando l'ho provata per un giorno... ,,,,,,,,,,,,,,
Lexus IS250C Facelift (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/30733-lexus-is250c-facelift-topic-ufficiale-2010?&page=2#comments,2009-06-24 12:55:40,Touareg 2.5,,km77 A breve dovrebbero arrivare i prezzi per l'Italia. ,,,,,,,,,,,,,,
