Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Alfa 147 JTD 170CV,https://www.bmwpassion.com/forum/threads/alfa-147-jtd-170cv.55302/page-2,2007-11-08 00:00:00,filippot,"""poco coraggio??che c'entra scusa??è solo l'ultima versione diesel della 147 e sarà anche la più performante""",...Veramente presentano la 149 a marzo ? quindi settembre o anche prima cominceranno a girare le prime...peccato per la ta ,,,,,,,,,,,,,,
Is 300h: presa,https://forum.quattroruote.it/threads/is-300h-presa.82195/page-2,2013-10-21 00:00:00,lexusis,,Io sapevo per tollerare il motore termico ,,,,,,,,,,,,,,
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.,https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-115,2012-02-24 00:00:00,giampi47,"Era un motore che sin dalla primissima accensione a vettura ferma ti lasciava intendere che aveva tanta tanta "" grinta "" e naturalmente all' occorrenza te lo dimostrava !!! Era pero' anche di una docilita' estrema da permetterti di andare in V° marcia a 1000 giri; accellerare e gustarti la sua ripresa formidabile. Molto ben bilanciato ( per un "" motore 6 cil. in linea "" di quei tempi ) oltre che grintoso era anche all' occorrenza "" pastoso "" . Ma quando lo portavi sui 4000-4500 giri ed oltre ........si sfogava ..........con un leggero ma percettibilissimo "" sibilo "" tipico dei 6 cilindri piu' performanti come tutti i migliori motori Alf percepivi che "" non voleva mai cedere "" !!! Del rest quando fu impiegato ( da subito ) nelle gare di Nautic sia che fosse stato ridotto a 2500 cc. per rientrare nella categoria 2500 cc e sia che fosse stato maggiorato sino a 2900 cc. per rientrare nella categoria dei 3000 cc. e con regimi di rotazione prossimissimi "" alle 5 cifre "" si dimostro' sempre imbattibile. Grossissimo peccato non averlo piu' utilizzato :cry:........avrebbero potuto perfezionarlo anno dopo anno e sarebbe piu' che valido anche oggi; del resto si appropinquava un altro 6 cilindri ma questa volta a V di 60° e sempre del Sig. Busso. Quell'altro suo meraviglioso 6 cilindri che conosciamo.......... e che si dovra' attendere sino al 1979 per vederlo su una vettura. Alla prossima caro Francesco. Ciao. ... Riguardo al motivo per cui fu abbandonato avevo lett mi sembra proprio detto da Buss che era a causa della rigidezza torsionale dell'albero a gomiti che era al limite e non consentiva ulteriori sviluppi ed incrementi di potenza. Per questo passarono al 6V. Il bilanciamento che tu vanti è tipico del 6 in linea che ha naturalmente bilanciate tutte le forze alterne. La grinta invece quella è tipica dei motori Alfa di un tempo. 'Era un motore che sin dalla primissima accensione a vettura ferma ti lasciava intendere che aveva tanta tanta "" grinta "" e naturalmente all' occorrenza te lo dimostrava !!! Era pero' anche di una docilita' estrema da permetterti di andare in V° marcia a 1000 giri; accellerare e gustarti la sua ripresa formidabile. Molto ben bilanciato ( per un "" motore 6 cil. in linea "" di quei tempi ) oltre che grintoso era anche all' occorrenza "" pastoso "" . Ma quando lo portavi sui 4000-4500 giri ed oltre ........si sfogava ..........con un leggero ma percettibilissimo "" sibilo "" tipico dei 6 cilindri piu' performanti come tutti i migliori motori Alf percepivi che "" non voleva mai cedere "" !!! Del rest quando fu impiegato ( da subito ) nelle gare di Nautic sia che fosse stato ridotto a 2500 cc. per rientrare nella categoria 2500 cc e sia che fosse stato maggiorato sino a 2900 cc. per rientrare nella categoria dei 3000 cc. e con regimi di rotazione prossimissimi "" alle 5 cifre "" si dimostro' sempre imbattibile. Grossissimo peccato non averlo piu' utilizzato :cry:........avrebbero potuto perfezionarlo anno dopo anno e sarebbe piu' che valido anche oggi; del resto si appropinquava un altro 6 cilindri ma questa volta a V di 60° e sempre del Sig. Busso. Quell'altro suo meraviglioso 6 cilindri che conosciamo.......... e che si dovra' attendere sino al 1979 per vederlo su una vettura. Alla prossima caro Francesco. Ciao. '","Pero' ....... accantonarlo senza "" operargli sopra ""......... :cry: Almeno potevano tentare.... Vero il 6 in linea "" dell ' elica "" ha un eccellente bilanciamento e questo grazie a ben 46 anni di lavoro profuso con grande forza di volonta' . Ne possiedo 1 in casa e sono soddisfattissimo. Ciao carissimo :thumbup: ",,,,,,,,,,,,,,
alfa 149,https://www.bmwpassion.com/forum/threads/alfa-149.24635/page-6,2004-12-12 00:00:00,Twin Spark,,Meglio al Cocoloco a stò punto ma col cavolo ke ci vado.... Cmq rimaniamo in topic e scusate x la divagazione ! ! ! ,,,,,,,,,,,,,,
oggi ho provato l'Alfa Romeo 159 sportwagon 2.4jtd Q-Tronic,https://www.bmwpassion.com/forum/threads/oggi-ho-provato-lalfa-romeo-159-sportwagon-2-4jtd-q-tronic.25894/,2005-06-11 00:00:00,PuccioE39,,"che dire bella senza dubbio ( mi è sempre piaciuta ) molto ben rifinita specialmente prendendo in confronto la 156. però mi aspettavo un pò di più dai 200cv del 2.4.. per carità ! non è lenta anzi bel motore ma non eccezionale.. il cambio ( in confronto allo steptronic del 530d E39 che ogni tanto ho l'occasione di guidare ) non è proprio all'altezza..nonostante le 6 marce ben scalate e pur essendo inavvertibile nei cambi mortifica un pò il tutto è lentino.. il motore lo giudicherei buono ma anche schiacciando a fondo non emerge cattiveria ecco..l'ho trovato poco pastoso e con un'erogazione limitata ad un certo arco di giri prima e dopo sembra sedersi.. la versione provata era full optional per un controvalore di 47mila euro. era dotata di cerchi da 18 molto molto belli l'immagine ci guadagna al 100% una curiosità: i pneumatici posteriori toccavano all'interno il passaruota.. il venditore mi ha detto che coi cerchi da 18 succede sempre e che devono fare ""manualmente"" prima della consegna una modifica alla parte interna del passaruota in officina affinchè ciò non accada.. ",,,,,,,,,,,,,,
Utilitaria.......,http://www.porschemania.it/discus/messages/815/846579.html?1546102522,2018-11-25 09:25:00,danielterry,,Massimo Crazy purtroppo non era un fake ma di problemi e di rotture di motore ne ha avute fin troppe non e\x92 possibile pensare che un motore rompa le catene di distribuzioni due volte ! ! ! Altro che 996 ! ! ! Per non parlare del cambio che si sono spaccati due sincronizzattori o le centraline sempre in tilt ! ! Amici con altre A3 piu o meno stessi problemi com Q5 idem con A6idem..... Passiamo ad altro mezzo,,,,,,,,,,,,,,
Pneumatici invernali / Cerchi per Nuova Swift Sport 1.4 Boosterjet,https://forum.quattroruote.it/threads/pneumatici-invernali-cerchi-per-nuova-swift-sport-1-4-boosterjet.119165/,2018-11-10 00:00:00,Suby01,'Qui nessuno mi pare abbia risposto al quesito iniziale. Io ancora non ho la mia Swift Sport (se mai la riceverò) ma ho riscontrato lo stesso problema. Non è possibile montare gomme invernali sui cerchi originali perchè non esistono 195 45 R17 invernal ed è difficile reperire cerchi in lega omologati. Non ditemi di montare cerchi in ferro perchè io non li posso proprio vedere... e immagino che la signora di cui sopra abbia la stessa idea!',Boh... A me pare di aver dato una risposta. Magari anche un riscontro da parte della signora o signorina sarebbe stato gradito invece dopo il messaggio è sparita. Le misure dei cerchi sono quelle della vecchia Swift come indicato in quel sito o no ? Se sì allora avete già dei cerchi omologati. ,,,,,,,,,,,,,,
Mercedes-Benz Classe A 2018,https://www.autopareri.com/forums/topic/64437-mercedes-benz-classe-a-2018?&page=37#comments,2018-03-04 17:13:41,alfagtv,,"a me non dispiace invece apparte i copricerchi di disegno deplorevole ( come sulla mia prima di passare ai 18 ) il posteriore è la parte che mi convince meno l'interno invece senza tutte quelle lucine e con sedili non sportivi è senza fronzoli e ricorda vagamente come dovrebbe essere un auto e non una finta astronave. una nota di colore riguardo alla traduzione automatica del link poco sopra Rivestimento del radiatore con reticolo di crostacei Davanzale laterale nero grana poi ho visto anche questo Cerchi in acciaio da 17 ""con copricerchi per A 250. i copricerchi su un auto da 200cv ! ! ! ",,,,,,,,,,,,,,
Lancia Delta Facelift (Topic Ufficiale - 2011),https://www.autopareri.com/forums/topic/27109-lancia-delta-facelift-topic-ufficiale-2011?&page=401#comments,2008-06-23 11:58:15,Regazzoni,,"Sono di idea opposta su un po' tutta la linea. E alla tua domanda non rispondo solo ""Si"" ma anche che ne ho visti più d'uno di giovani coppie a valutarla di cui una si è fatta fare un preventivo o forse più. ) ",,,,,,,,,,,,,,
Ferrari F12berlinetta 2012,https://www.autopareri.com/forums/topic/46546-ferrari-f12berlinetta-2012?&page=8#comments,2012-02-29 16:10:32,Regazzoni,,Retronebbia. ,,,,,,,,,,,,,,
