Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Honda Jazz 1.3 consigli,https://forum.quattroruote.it/threads/honda-jazz-1-3-consigli.107042/page-8,2016-11-27 00:00:00,BlackDM,,Avrei da porvi due domande che ho dimenticato di rivolgere al concessionario: 1 - qualcuno può spiegarmi come funzionano le luci automatiche ? Non ho capito questo fatto di accendere la macchina con l'interruttore delle luci su off 2 - è vero che se ci si dimentica di spegnere il riscaldamento dei sedili questi continuano a consumare la batteria anche a macchina spenta e chiusa ? ,,,,,,,,,,,,,,
Abarth Grande Punto (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/25060-abarth-grande-punto-topic-ufficiale-2007?&page=80#comments,2008-01-18 10:14:29,deserteagle,,"Per El_Buitre.....in riferimento al cerchio che monta i ""catenabili"" 205/45.... A pagina 189 del libretto uso e manutenzione del'Abarth c'è un ""inverosomile"" tabella che accoppia il cerchio con il canale da 7"" alle 205/45...e quello da 6 5 con le 215/45 ! ! ! ! ...o non inerpreto bene la tabella Fiat o.... non dovrebbe essere il contrario ? ? ? ? ",,,,,,,,,,,,,,
Volvo V40 2012,https://www.autopareri.com/forums/topic/46463-volvo-v40-2012?&page=11#comments,2012-02-26 22:30:35,led zeppelin,,bè di sicuro ne ha di più di una DS4 ma una Sr1 o una sua diretta concorrente come Giulietta ? forse come comfort.. ,,,,,,,,,,,,,,
RICAMBI MAZDA,https://forum.quattroruote.it/threads/ricambi-mazda.106394/,2016-10-02 00:00:00,arizona77,,-Ovvero -Quindi -Conclusione ? ,,,,,,,,,,,,,,
mazda6 2.2 seconda serie,https://forum.quattroruote.it/threads/mazda6-2-2-seconda-serie.51967/,2011-06-23 00:00:00,ombrariflessa,"""oppal questa e' tosta questo pero' e' un danno causato dal cedimento di un componente che comunque ha la sua importanza siccome che si e' manifestato così presto. Penso anche che lo scopo di questo topic sia di andare a stanare problemi seriali tipo fren DP tendalino della vecchia serie.""",credimi melego... è un problema seriale ! ! cmq posso dirti che con la sua lentezza mazda lo sta risolvendo... ,,,,,,,,,,,,,,
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.,https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-242,2014-03-02 00:00:00,giampi47,"""Buongiorno Giampi e grazie molte per le continue chicche che deliziano tutti noi appassionati. Non so se ne avevamo già discuss ma hai un pò di materiale sulla fugace apparizione nel mondo delle corse dell'Alfetta berlina GR.2 di Facetti/Stommele e di una analoga appartenuta alla Scuderia Vesuvio (rossa e nera targata Salerno) addirittura demolita? Grazie e scusami se approfitto della tua infinita conoscenza e soprattutto della tua pazienza.""",Ciao carissimo Oltre a quelle pochissime info postate molte pagine indietro sempre in questo Topic credo di avere una vecchia pubblicazione con qualche notizia in più. Ma non so se c' è riferimento a quella di Stommelen e Carluccio Facetti. Il guaio è che in questo momento da 2 mesi li ho riposti in solaio. Tengo viva la Tua segnalazione per vedere cosa potrò fare e cosa riuscirò a cavarne. Invece circa quella appartenuta alla Scuderia Vesuvio sono veramente spiacente ma ne sono completamente all' oscuro. Certo che se realmente è stata demolita.......... :shock: A meno che non sia andata a fuoco o distrutta completamente in un incidente........... Inoltre nessuna remora carissimo TRANSAXLE. Sai che se posso - e se conosco - sono e sarò felice di potere soddisfare il Vostro desiderio di avere notizie. Ciao. :thumbup: ,,,,,,,,,,,,,,
Consigli su acquisto Stelvio,https://forum.quattroruote.it/threads/consigli-su-acquisto-stelvio.122041/,2019-04-06 00:00:00,hiphiphurra,,Tutto verissimo quello che dici ma 34900 euro per un'auto nuova versione Business con cerchi da 19 e interni in pelle non mi sembra male... comunque mi prenderò il mio tempo a prescindere grazie a tutti ragazzi veramente gentili e professionali ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-18,2010-01-08 00:00:00,uolter56,,"Ciao a tutti dopo 13 anni di onorato servizo martedi scorso ho lasciato con rammarico al conce la mia vecchia e amata scènic 1.9 dti ritirando una nuova e fiammante x-mod dynamique 1.5 dci 110 fap grigio cassiopea con city pack plus e bluetoout.javascript:emoticon ( '' ) Che dire dopo i primi chilometri mi ero già dimenticato della vecchia ""amata"" scènic. Gia dai primi chilometri mi sono sentito perfettamente a mio agio come se l'avessi sempre usata impressione di stabilità di robustezza con tutti i comandi al posto giusto e tanta tecnologia. Per quanto riguarda i consumi vi saprò dire in seguito dopo aver percorso un pò di km. Smanettando nel box a destra e sinistra per capire appieno il funzionamento dei vari accessori aprendo una portiera è partita la sirena dell'allarme con le frecce lampeggianti con grande meraviglia mia e di mio figlio. Praticamente la macchina è di serie equipaggiata anche di allarme con sirena ma non viene riportata traccia sul libretto delle istruzioni d'uso Messo al corrente anche il conce prima incredulo e poi meravigliato dopo aver verificato con esito positivo con le macchine in salone ( disdetto subito l'appuntamento che già avevo fissato al momento del ritiro per montare l'antifurto ) userò i soldi per comprara 4 gomme da neve.javascript:emoticon ( ':lol:' ) Unici appunti che mi sento di sottolineare:javascript:emoticon ( ':shock:' ) 1 ) preferivo la posizione delle trombe come era a lato sul vecchio scènic anzichè su volante oltremodo abbastanza duro da pigiare 2 ) gli attacchi delle cinture posteriori sono un pò invadenti in quanto non rimangono a filo dei sedili come nella vecchia scènic 3 ) nel mio caso quando mi siedo al posto guida abbasso tutto il sedile perchè sono alto e chi è dietro di me ha pochissimo spazio per infilarci i piedi Se avete domande in merito....... sarò ben lieto di rispondervi ciao ",,,,,,,,,,,,,,
Qasqhai 360 rumore assordante,https://forum.quattroruote.it/threads/qasqhai-360-rumore-assordante.76039/,2013-03-27 00:00:00,stefano_68,'Ciao Stefano 68 Per quanto riguarda le spese delle gomme e dei pannelli fonoassorbenti paga tutto Nissan',Beh 10 e lode all'assistenza in questo caso ! In che zona d'Italia vivi se non sono inopportuno ? ,,,,,,,,,,,,,,
Grandissimo imbroglio BMW Italia!!!,https://www.bmwpassion.com/forum/threads/grandissimo-imbroglio-bmw-italia.120335/,2005-11-09 00:00:00,enricob,"'Capisco in parte tale punto di vist però non lo condivido completamente.Giustamente la politica di una casa può essere quella di realizzare dei ricambi destinati ad uno specifico lotto di produzione. Magari gli accordi con i loro propri fornitori sono tali da non giustificare volumi maggiori (che si avrebbero vendendo come ricambio ordinario il pezzo). Per questo motivo esistono tutti i ricambi cosiddetti ""di concorrenza ovvero i prodotti artigianali con caratteristiche simili/uguali. Non condivido invece il parlare di ""tutela"" quando ci si riferisce ad un bene che può comunque essere acquistato.. lo ritengo più specifico per un albo che riguarda un titolo di studio invece. Perch portando il discorso all'estrem sarebbe come ""proibire"" a chi non ha una vettura M di appiccicare l'adesivo dedicato. E con questo so di aver fatto un esempio ""al limite ma probabilmente chiarisce bene il mio pensiero.'","Sono deciso a montare sulla mia M6 il competition pack dato che avevo incaricato una ditta che produce componenti in carbonio a ritirare il cofano e a farmelo in carbonio ecco cosa è stato risposto da parte di bmw per il ricambio del cofano:""Salve il magazzino ricambi BMW dopo aver contattato bmw italia mi ha risposto che il ricambio non e' disponibile e che la Bmw M6 Competition Edition e'un'auto destinata solo alle corse.Chiaramente e' una bugia la verita' e' che come gia'immaginavo BMW non vuole dare come ricambi aftermarket leparti specifiche di una vettura in serie limitata per nonsvalutarne l'immagine.""La concessionaria che ha fatto da tramite a questa boiata è la Motorsport di Mestre ( VE ) Ma che grandissima *******ta scusate la parola mi stanno girando assai ! La M6 competition come dice il sito bmw ( http://www.bmw.it/it/it/newvehicles/mseries/m6/2004/allfacts/equipment_exterior.html ) è un pacchetto e il ricambio dev'essere disponibile in tutta la rete se uno investe che fa ? poi a parte questo alcune escono dalla casa con la verniciatura grigio opaco e l'interno bianco/nero quelle fanno parte della serie limitata che non è assolutamente per le corse ma stradale ! ! ! Ora mi informo di persona e se non me lo danno sputtanerò bmw italia ovunque si possa ! ",,,,,,,,,,,,,,
