Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Piccolo consiglio catene e cerchi 159,https://www.autopareri.com/forums/topic/31836-piccolo-consiglio-catene-e-cerchi-159,2008-12-27 12:28:11,Mivar,,m se metti dei cerchi da 16 poi puoi catenare ? Perche' secondo me non c'è niente di meglio economico ed efficace di un bel paio di catene da neve evitande quelle ladrate di ragni track put &amp go ecc... ,,,,,,,,,,,,,,
Alfa Romeo 8C Competizione 2006,https://www.autopareri.com/forums/topic/19573-alfa-romeo-8c-competizione-2006?&page=240#comments,2008-05-25 20:37:52,Cibus,,veramente ho visto una targhetta con il numero sul tunnel tra i sedili.. ,,,,,,,,,,,,,,
Jaguar XJ6 3.2 SPORT,https://www.autopareri.com/forums/topic/12112-jaguar-xj6-32-sport,2005-03-24 08:45:43,Stefano73,,C'è Ricardo espertessimo e possesore di una jaguaro. ,,,,,,,,,,,,,,
Mercedes classe C w 205,https://forum.quattroruote.it/threads/mercedes-classe-c-w-205.83435/page-3,2013-12-18 00:00:00,renexx,"'si ma sembra molto ""invasivo"" su BMW è più ""discreto""'",Non hai torto però francamente anche su BMW il navi ha assunto proporzioni decisamente più vistose Attached files /attachments/1729108=32414--BMW-X5-53.jpg /attachments/1729108=32415-mercedes-classe-c-55.jpg ,,,,,,,,,,,,,,
Rapidissimo test drive A3 TFSI Quattro,https://www.autopareri.com/forums/topic/24815-rapidissimo-test-drive-a3-tfsi-quattro?&page=2#comments,2007-09-06 22:40:47,luc@,,Comunque magari è una caratteristica della trazione Quattro anche se mi sembra un po' azzardato configurare in questo modo il comportamento in rilascio. ,,,,,,,,,,,,,,
Improvviso aumento di consumi?,https://forum.quattroruote.it/threads/improvviso-aumento-di-consumi.41568/,2010-11-26 00:00:00,Francoscali,,Grazie meipso per la chiara delucidazione. Tutti i giorni mi trovo a percorre 6 km all'andata e altri 6 al ritorno i consumi variano tra i 6.0 ed i 6.2. Da quanto letto è quindi normale bene. Le gomme sono a posto il tagliando l'avevo fatto a 15.400 km. Adesso l'auto ha 34.600 km sarebbe il caso di fare il secondo o posso ancora aspettare e farlo intorno ai 40.000 ? ,,,,,,,,,,,,,,
Next Hyundai Coupè TP?,https://www.bmwpassion.com/forum/threads/next-hyundai-coup%C3%A8-tp.41299/page-2,2003-05-23 00:00:00,El Nino,,L'entry level in europa sarà la 2.0 Turbo soft da 215CV poi ci sarà lo step da 240.Forse non importeranno da noi la V8 ,,,,,,,,,,,,,,
Macchina nuova già inchiodata...,https://forum.quattroruote.it/threads/macchina-nuova-gi%C3%A0-inchiodata.87618/page-3,2014-09-28 00:00:00,arizona77,"""rimane comunque un comportamento assolutamente inaccettabile quest del tutto identico al nostro caso del DPF nel lontano 2006 dove si sono preoccupati piu' di gestire i clienti incazzati (me e tanti altri) che di risolvere il problema. Purtroppo capisco il tuo punto di vista e la tua posizione perché ci sono passato anch'io ma alla fine sputtanarli serve solo a far svalutare le nostre auto oltremodo a quello a cui gia' sono sottoposte naturlamente. Ogg oltre al fatto che nessuno la vuole dentro in permut non la vogliono nemmeno i commercianti di auto e quei pochi che la prenderebber ti offrono massimo 3000?. E parlo di un'auto perfettamente funzionante in tutto e per tutto. infatti me la tengo fino a quando non perdo i pezzi. Alla fine e' un peccato che Mazda si comporti in questo mod l'auto eliminati i problemi che avev e' perfetta anche se la scarsa qualita' di alcuni dettagli gia' percepita' da nuov sta uscendo alla grande con il passare degli anni. Ma sotto certi altri aspetti si sta comportando molto meglio di certi altri marchi molto piu' blasonati. Quindi alla fin tirando le somm i vari brand si equivalgono. Chi mostra maggiore cura da un lat lo trascura dall'altro e viceversa. Il totale che Mazda dovra' pagare all'officina e' inquietant motivo per il quale avrebbero speso molto meno a dartene una nuova anche sotto l'aspetto commerciale e di immagine. Così facendo hanno perso temp sold un cliente sicuro e tutti gli altri. Mancano proprio di buonsenso e delle minime e piu' elementari regole di mercato.""","E' quello che mi sono detto anche io e piu' volte: "" ma ne valeva veramente la pena da parte loro fregarsene altamente dei clienti "" Verrebbe da pensare di no ovviamente ma..... -I clienti vanno e..... vengono le nuove generazioni. -I clienti sono delusi dal 90% dei marchi.... ovvero ci sara' un interscambio dando per scontato che le auto la gente se ha bisogno le compra. Ovvero i clienti scontenti di Mazda acquisteranno VAG PSA FCA.... e i clienti scontenti di......compreranno Mazda ",,,,,,,,,,,,,,
"Sovralimentazione: ""Turbocompressori"" / ""Turbocompound"" / ""Volumetrici"" / ""E-Turbo""",https://www.autopareri.com/forums/topic/22498-sovralimentazione-turbocompressori-turbocompound-volumetrici-e-turbo?&page=12#comments,2012-05-19 11:13:49,jeby,,"braccobaldo intanto grazie per lo spiegone ! Preferisco molto di più così che ""fidarmi sulla parola"" da quello che vedo però c'è sempre sotto il concetto di turbocompressore come unico sistema non svincolabile. Nel sistema svincolato il bilancio all'albero non lo dovrai più fare con la potenza assorbita dal compressore quindi il grafico non sarà più rapporto di sovralimentazione vs espansione in turbina. A priori essendo ora di fatto questi due parametri svincolati le curve hanno andamenti che non devono necessariamente essere legati. E di fatto avendo risolto il problema del turbolag ti puoi concentrare sull'elaborare più portata che puoi. La geometria variabile è per ovvi motivi impraticabile sul motore a benzina. Il blocco sonico allo scarico è una cosa che effettivamente non ho mai considerato in ambito aeronautico: tutto si dimensiona per NON aver mai blocco sonico allo scarico se non in un punto preciso ( tipo alla gola del convergente-divergente o all'estremità di un semplice convergente ) e i turbocompressori sono pluristadio sia lato compressore sia lato turbina. ",,,,,,,,,,,,,,
AUTOCAR: 159 è la migliore Alfa di sempre,https://www.autopareri.com/forums/topic/13713-autocar-159-%C3%A8-la-migliore-alfa-di-sempre?&page=67#comments,2005-06-27 14:18:03,350z,,forse i dati rilevati ma i dati dichiarati dalle case no ,,,,,,,,,,,,,,
Mercedes-Benz Classe C 2014,https://www.autopareri.com/forums/topic/53243-mercedes-benz-classe-c-2014?&page=23#comments,2013-12-23 22:19:49,X82,,"Decisamente un balzo avanti notevole rispetto al passato. Migliora moltissimo specie dentro anche se la ""puzza"" di ""sono un 50enne benestante"" non gli si è ancor tolta da dosso. Forse è anche un bene ",,,,,,,,,,,,,,
Nuova Porsche Cayenne,https://www.bmwpassion.com/forum/threads/nuova-porsche-cayenne.31761/page-2,2005-08-09 00:00:00,cruz,,IMHO non era un granchè prima e ora è pure peggiorata. ,,,,,,,,,,,,,,
Villa d'Este 2009,https://www.bmwpassion.com/forum/threads/villa-deste-2009.97707/,2008-09-22 00:00:00,Uomo del monte,,"Tra poco ci sarà il classico concorso di bellezza sul Lago di Como per le auto d'epoca più belle della storia.Quest'anno voglio esserci e vorrei proporre un ritrovo tra di noi amanti delle auto ""vecchie"":wink: con magari cena sul lago dopo aver visto e rivisto tutte quelle bellezze esposte a Villa D'Este ! Che ne pensate ? ",,,,,,,,,,,,,,
Domani...,https://www.bmwpassion.com/forum/threads/domani.31566/page-2,2006-06-09 00:00:00,gimax,'esatto e proprio lei Jaguar X type 2.5 Sport Cosa ne dite?',A me piace ma non farlo sentire ad Andras che ti sbrana. ,,,,,,,,,,,,,,
L'Alfa torna nel BTCC,https://forum.quattroruote.it/threads/lalfa-torna-nel-btcc.112052/,2017-08-31 00:00:00,albertof24,'Sembra che si tratti di una iniziativa del tutto privat come quella (peraltro supportata da qualche vittoria) di Romeo Ferraris e quella ancora precedente di Gianni Giudici.',Privata sì ma se non ho capito male c'è lo zampino della rete di vendita Alfa in UK. Però ho letto la notizia qualche giorno fa e potrei ricordarmi o aver capito male. ,,,,,,,,,,,,,,
MOTORIZZAZIONI DACIA SANDERO IN ROMANIA,https://forum.quattroruote.it/threads/motorizzazioni-dacia-sandero-in-romania.61374/,2012-02-04 00:00:00,losaitu,,vicino casa ho una step.. qualcosa 15dci tutto sommato non è male ha anche delle ruote decenti..se la dovessi scegliere la preferirei diesel a un 1.6 benzina anche se non fai molti km la coppia del diesel nella guida cittadina è molto più gradevole..Hai meno allungo del benzina mate lo godi di più e consuma decisamente meno.. Il costo in più te lo ritrovi tutto con il piacere di guida .. Se sortite fuori con il prezzo mi perdonerete non siete credibili se non hai soldi ti compri un usato e non vai a cercare un 1.6....mi perdonerete ? ( se non hai i soldi non è riferito a nessuno è generico ) ,,,,,,,,,,,,,,
116d semi nuova 118d più anziana,https://www.bmwpassion.com/forum/threads/116d-semi-nuova-118d-pi%C3%B9-anziana.339713/,2016-02-19 00:00:00,wewwo,,Buongiorno mi presento sono Danilo da Bergamo ho conosciuto questo sito cercando info per la mia prima BMW.Devo dire che leggendo i mi avete convinto a lasciare Peugeot dopo vari anni e varie versioni. A gennaio prenderò una serie 1 dieselVi chiedo un parere ho un badget di circa 19 mila euro... Ho trovato 116 ben accessoriate con 10\15 mila km e 118 con circa 80 mila km entrambe fine 2015 inizio 2016.Cosa scegliere ? Bollo assicurazione non sono un problemaVorrei sapere con 60 mila km di differenza cosa scegliereste ? Colgo l'occasione per augurare buone feste. ,,,,,,,,,,,,,,
Alfa Romeo Giulia Quadrifoglio 2016,https://www.autopareri.com/forums/topic/58587-alfa-romeo-giulia-quadrifoglio-2016?&page=907#comments,2016-05-20 19:44:30,mikisnow,,"A quando un video ""normale"" ? ....l'audio interessante invece. Ok . E' l'unico ""circuito"" non noioso ! ",,,,,,,,,,,,,,
J.D. Power 2011 Italy: Mazda N°1 in Affidabilità.,https://forum.quattroruote.it/threads/j-d-power-2011-italy-mazda-n%C2%B01-in-affidabilit%C3%A0.59801/page-2,2011-12-30 00:00:00,JigenD,"""L'ho ceduta perché ho un garage monoposto Ho presa una macchina ancor meno diffusa e meno curata anche ma che tira un po' di più 'Tu che media hai? Immagino anche i 16/17 (media 4rotelle intendo)'",ah...peccato e adesso cos'hai ? una subaru considerato l'avatar ? mah se intendi le medie rilevate nelle prove di 4R ( che non mi hanno mai convinto molto troppo basse imho ) dovremmo essere sui 15/16 ,,,,,,,,,,,,,,
Quotazione 997 GT3 RS,http://www.porschemania.it/discus/messages/492693/786135.html?1477126117,2016-10-14 15:45:00,nothingbutgt3,,Riccardo per portarla al limite ci vuole forse ancor pi\xf9 sensibilit\xe0 con le recenti che con le meno recenti perch\xe9 comunicano meno sono pi\xf9 spostate verso il comfort autostradale mentre per arrivare diciamo al 90% della prestazione si le auto pi\xf9 si evolvono e pi\xf9 sono facili. Ma questo non necessariamente significa abbiano una tenuta migliore un miglior handling una migliore frenata in sintesi migliori prestazioni rispetto ad auto meno recenti se a guidarle \xe8 un pilota che conosca il mezzo. La 997 GT3 RS non \xe8 considerabile vecchia da un punto di vista meccanico anzi la sua non svalutazione riflette una bont\xe0 che \xe8 fatta di meccanica non di elettronica. Guardi la linea e sembra un dinosauro rispetto alla 991 con il cui styling Porsche ha fatto un salto nel futuro. Sintetizzo il tutto cos\xec: con le valutazioni di oggi perch\xe9 non do indietro la 993 per acquistare una 997 turbo coup\xe9 ? Potrei no ? Certo non sarebbe una questione di soldi... Allo stesso modo perch\xe9 c'\xe8 gente che cambia auto di continuo ? Non mi aspetto che una persona che cambi auto prendendo sempre l'ultimo modello possa capire il perch\xe9 io preferirei I regalassero la 997GT3 RS invece della 991 GT3 RS...loro mi guardano come un pazzo vorrebbero impormi il valore assoluto della loro scelta ( il che per me placidamente nasconde un istinto di prevaricazione non indifferente ) quindi vorrrebbero convincermi che mi sbaglio mentre io nemmeno ci provo a convincerli \xe8 tempo perso. Godetevele e provate a non sgranare gli occhi se in un parcheggio c'\xe8 qualche scimunito che perde un'ora del suo tempo a rimirare una 997 RS invece della vostra magnifica 991 RS...mi viene in mente siate quel tipo di uomo che gode quando gli altri gli ammirano sbavando la ragazza di turno...e allora la cambiano e deve sempre essere fica attuale cool. Ci sono cose che vanno oltre questo tutto qua.,,,,,,,,,,,,,,
Volkswagen Up! 2011,https://www.autopareri.com/forums/topic/44234-volkswagen-up-2011?&page=68#comments,2012-01-23 12:04:53,J-Gian,,"In pratica il montanti del giro-finestrino sono rivestiti e dotati di una guarnizione in più che chiude tutta la battuta esterna. Solitamente è più costoso e da un risultato estetico migliore fino a qualche anno fa si trovava infatti solo sulle auto dal segmento C in su con qualche eccezione ( es. MB ) che continuavano a ricorrere con efficacia ai montanti in lamiera classici. Es guarnizione ""a filo"" Giroporta classico ",,,,,,,,,,,,,,
Video in accelerazione 599 GTB Fiorano,https://www.autopareri.com/forums/topic/21286-video-in-accelerazione-599-gtb-fiorano?&page=2#comments,2006-12-29 10:43:41,F40 LeMans,,Cavolo Alfa ma 186 indicati è robaaa... ,,,,,,,,,,,,,,
V8 iniezione d'aria...,https://www.autopareri.com/forums/topic/1643-v8-iniezione-daria,2003-08-28 22:35:37,T a u r u s,,..iniezione ad' aria e' proprieta' della Orbital Tecnologies societa' australiana all'avvanguardia.......la stessa che ha collaborato con Fiat Auto/Alfa Romeo per il sistema di iniezione diretta JTS.......e la stessa che ha collaborato nella progettazione dei nuovi V6 e V8 Fiat-GM Powertrain...... ,,,,,,,,,,,,,,
