Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Quale Stelvio acquistare?,https://forum.quattroruote.it/threads/quale-stelvio-acquistare.117465/page-10,2018-09-06 00:00:00,danilorse,'No bumpe ha ragione Bufal i numeri li fanno con 316d max 318d e C180-C20 e questo non solo (particolarmente) in Itali ma un po’ in tutta Europa.',Non capisco cosa aspetti Alfa ad offrire versioni entry level che potrebbero allargare la potenziale clientela. Su Giulia manca una versione a benzina sotto i 200cv e senza cambio automatico e sulle versioni a gasolio la versione da 136cv non e' disponibile con l'allestimento base. Sulla Stelvio invece non esiste nessuna versione con con cambio manuale. Per quanto sia ottimo l'automatico a listino vale 2500 euro ( circa il 5% del costo totale ) e sulle versioni base qualcuno potrebbe non sentirne la necessita' e quindi lascerei la scelta al cliente come avviene per la triade. ,,,,,,,,,,,,,,
Honda Civic Type R 2015,https://www.autopareri.com/forums/topic/57745-honda-civic-type-r-2015?&page=3#comments,2015-03-03 08:45:57,cintut,,tocca provare allora comunque hai ragione solo che fosse stata più simile al concept sarebbe stata il top ( e comunque l'interno mi piace molto ! ) ,,,,,,,,,,,,,,
Thesis frontale ittico,https://www.autopareri.com/forums/topic/1532-thesis-frontale-ittico?&page=2#comments,2003-08-23 18:58:19,Artemis,,Troppo buono Fabvio troppo buono. ciao ciao ! ! ,,,,,,,,,,,,,,
Mitsubishi ASX (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36140-mitsubishi-asx-topic-ufficiale-2009,2009-12-03 11:39:25,J-Gian,,Semplice ma è bellina secondo me ,,,,,,,,,,,,,,
Ecco la nuova Audi TT!,https://www.bmwpassion.com/forum/threads/ecco-la-nuova-audi-tt.22201/page-6,2004-11-22 00:00:00,Roger84,dite he faranno quel cruscotto in pelle anche sulla coupé E90? mi fa impazzire.... ... vuoi paragonarmi l'audi alla bmw? 'dite he faranno quel cruscotto in pelle anche sulla coupé E90? mi fa impazzire.... ',ps: xò come mai nessuno dice che tira dala parte sbagliata ? ? ? ah...dimenticavo...è made in germany... ,,,,,,,,,,,,,,
La comodità del cruise control,https://forum.quattroruote.it/threads/la-comodit%C3%A0-del-cruise-control.73588/,2013-01-08 00:00:00,stefano_68,,Durante il periodo natalizio ho fatto qlche migliaio di km in auto a/r nel sud Italia. La cosa che apprezzo molto in questi viaggi lunghi è la presenza del cruise control avendo quasi 900 km filati di autostrada senza quello in passato mi veniva inesorabilmente male al polpaccio destro cosa che mi costringeva a variare la pressione e ad altri arzigogoli nel tentativo di alleviare il dolore. Col cc invece soprattutto al ritorno in cui c'era pochissimo traffico ho guidato per lunghissimi tratti solo con le mani ( : ! : ) senza affaticare la gamba e quindi evitando stress prolungato. Per il resto confermo la soddisfazione per il confort dell'auto ( Qashqai +2 2.0 dci ) un po' meno per qnto riguarda il consumo non tra i più bassi ( pur tenendo conto che schiaccio parecchio l'acceleratore ) . Esperienze analoghe ? ,,,,,,,,,,,,,,
Fiat Punto Classic (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/28404-fiat-punto-classic-topic-ufficiale-2008?&page=10#comments,2011-05-19 14:39:43,alfa75qv,,non vorrei dire na boiata ma forse dentro il cofano mi sembra sia scritto ,,,,,,,,,,,,,,
che mi prenda un colpo...,https://www.bmwpassion.com/forum/threads/che-mi-prenda-un-colpo.22656/,2004-12-12 00:00:00,Twin Spark,,sbaglio o sono 8 cilidri ? ? ? ? ? ? ? ? ? ? ? ? ? ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! la 8c sà da fare... http://www.mx5passion.it/gallery/showphoto.php ? photo=25851 ,,,,,,,,,,,,,,
Jenny se n'è andata ecco la sua sostituta,https://www.bmwpassion.com/forum/threads/jenny-se-n%C3%A8-andata-ecco-la-sua-sostituta.16023/page-5,2004-07-13 00:00:00,Vegeta330,Mpower3246 ha scritto: Sperando di arrivare a 10.000 km senza che ti si smonti prima... ... N al max cigola... Noi il retrotreno non lo perdiamo...... ' Mpower3246 ha scritto: Sperando di arrivare a 10.000 km senza che ti si smonti prima... ... N al max cigola... Noi il retrotreno non lo perdiamo... 'Sperando di arrivare a 10.000 km senza che ti si smonti prima... ',è quello che dicevo io ,,,,,,,,,,,,,,
Mi hanno dato una MINI Diesel ....,https://www.autopareri.com/forums/topic/19080-mi-hanno-dato-una-mini-diesel?&page=2#comments,2006-03-08 12:20:59,Prestige,,MIRACOLO ! ! Duetto hai finalmente le tue faccine ! ! ! ,,,,,,,,,,,,,,
Marmitta staccata,https://forum.quattroruote.it/threads/marmitta-staccata.114795/page-2,2018-02-10 00:00:00,Hope98,'Spero per te che abbiano abbastanza battistrada da essere legal e che il precedente proprietario le abbia conservate come si deve. Comunque auguri. Due coppie di pastigli due coppie di ceppi e la manodopera per montarli li paghi meno di 100€? Ri-auguri...',I freni posteriori si consumano dopo moltissimo tempo per cui bastano le 2 pastiglie anteriori ed a me mi vengono 10 euro se vuoi cambiare anche 2 dischi sono 20 euro 30 in totale. Non ti preoccupare che con 20 euro ti danno anche le gomme nuove rigenerate se poi a voi piace spendere 40-50 euro per gomma perché non sapete guidare e volete il massimo della sicurezza allora questo è un problema vostro. Su questo forum come dimostratosi da altri si tende a fare sempre discussione sembrate tutti vecchi dannati a cui da fastidio anche un rumore di un motore non mi sembra che la gente diventi sorda per i rumori delle auto. ,,,,,,,,,,,,,,
"Fulvia: si torna al ""forse""?",https://www.autopareri.com/forums/topic/7405-fulvia-si-torna-al-forse?&page=4#comments,2004-07-01 09:12:46,Guglielmo,,io non sono in grado di sapere nulla non mangio mai con nessuno della FIAT....LUCA mettili a dieta ..a mezzogiorno un panino e poi via a lavorare. ma non ho mai perso la speranza ..e soprattuto ho sempre sperato che la producessero su un pianale nuovo per fare un'auto moderna che fosse in concorrenza con le mercedes ...e le BMW..come si conviene a una LANCIA. la producono nella zona di Modena ? ? ? ? ? ? ? ? ? :wink: :wink: :wink: :wink: :wink: ,,,,,,,,,,,,,,
Fiat Bravo (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/23380-fiat-bravo-topic-ufficiale-2007?&page=102#comments,2007-08-04 09:21:04,ggg1677,,"i sedili sono identici come forma il tessuto al tatto lo trovo davvero molto bello. Tranne la fascia centrale è una sorta di alcantara che è riportata anche sui pannelli porta. Su una Dynamic ho fatto 500km un paio di mesi fa noleggiandola in puglia a livello di comodità non cambia nulla se non una risposta un po' più secca alle sconnessioni causata dai cerchi da 17 ( tra l'altro me l'han consegnata con le Bridgestone RE050...rigidissime e piuttosto rumorose ma tengono da paura ! ! ) . Guidando in maniche corte però trovo più comodo il tessuto più ""morbido"" della Emotion. Per il resto non rinuncerei in alcun modo all'allestimento Emotion: il clima bizona è decisamente molto più efficiente del manuale della Dynamic il cruise control in autostrada è eccezionale ( anche per ridurre i consumi ) insieme al poggiabraccia ( che però essendo fissato al mobiletto è un po' troppo in basso ) mentre i sensori di parcheggio posteriori sono fondamentali vista la ridicola visibilità... ah consiglio senza alcun dubbio il blue and me davvero semplice e comodissimo da usare. Io ho messo anche il NAV un po' macchinoso da impostare e decisamente meno comodo di un navigatore portatile a mappe... però è tutto integrato e non ci si preoccupa di portarlo via quando si parcheggia e in più è decisamente più preciso visto che ha i sensori sulle ruote come i navi fissi. ",,,,,,,,,,,,,,
