Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Patriot,https://forum.quattroruote.it/threads/patriot.31/,2009-04-02 00:00:00,byumma,"'Infatti è stato il mio stesso pensier peggio della hrv non può essere anche se devo dire la Hondina si è sempre difesa benissimo e ci ha portato fino in Croazia quest'estate.... :lol: Cert a tavoletta non passava i 100 km/h però siamo arrivati e tornati dignitosamente....più o meno Cercavo propio un'auto con caratteristiche da suv e un buon motore T ma senza strafare nel prezzo e nei consum insomma un'auto ""normale"" ma che se devo fare la serravalle con il carrello attaccato non me la faccia fare tutta in 2°.... E del VW iniettore pompa cosa mi sai dire? Grazie'","Scusa se ti rispondo in ritardo ma ho avuto qualche problema di linea. Per quello che riguarda il motore VW 2 0 TD 140 Cv. iniettore pompa c'è poco da dire non è un motore di ultima generazione visto che ormai anche la VW si è convertita al commom rail ha una coppia elevata ha un'erogazione della potenza piuttosto ""brutale"" in pratica è meno progressivo di un common rail ma da l'idea di essere più potente non ha consumi elevati ed è un po rumoroso. Fino a qualche tempo fa era afflitto da problemi alla testata ma sembra che questo problema sia stato risolto. Ciao. ",,,,,,,,,,,,,,
Nessuno che ha l'A5!,https://www.bmwpassion.com/forum/threads/nessuno-che-ha-la5.56298/page-2,2005-06-11 00:00:00,PuccioE39,"""ovviamente nn sull'infiniti ... son tornato tra di voi ...""",Bella è bella poi con i fari a led accesi impressiona molto. Ma mille volte meglio la e92 ,,,,,,,,,,,,,,
FILMATO SULLA CARENZA DI TRAZIONE,https://forum.quattroruote.it/threads/filmato-sulla-carenza-di-trazione.107515/page-2,2016-12-31 00:00:00,SERGIOXV,,secondo me invece per i decimi di secondo contano le gomme .. ,,,,,,,,,,,,,,
pneumatici  off road  A/T per Outback,https://forum.quattroruote.it/threads/pneumatici-off-road-a-t-per-outback.120450/page-2,2019-02-08 00:00:00,Ax-80,"""Ma tu cosa consiglierest visto che sono orientato a gomme estive che abbiano cque una buona 'scolpitura' sia x un off road leggero che fattore estetico e cque devono rimanere 225/60/r18. Avevo proposto al conce queste 2 alternative Michelin Latitude Sport 3 o GOODYEAR Efficient Grip ma non mi hanno risposto MICHELIN LATITUDE SPORT 3 225/60/r18 100V Estive GOODYEAR EFFICIENT GRIP 225/60/r18 100H Estive""",Le latitude su rav mi han fatto una bella resa...sterrato.neve acqua... P.s. Oggi ho visto una crv col le ultragrip...sembravano tacchettate. ,,,,,,,,,,,,,,
4000 km in Dodge Charger... Qual'è la filosofia dell'auto americana?,https://www.autopareri.com/forums/topic/39270-4000-km-in-dodge-charger-qual%C3%A8-la-filosofia-dellauto-americana,2010-08-03 12:06:34,TonyH,,"Quanto sento il solone di turno ( non mi riferisco ovviamente a Lantanio ) che pontifica con ""gli americani non capiscono niente di auto"" sbeffeggiando i loro interni.....mi domando se davvero siamo noi i furbi che paghiamo carrettate di euro per un marchio con le plastichine e i tagliandi 200 e pussa euro a botta anche per le utilitarie... ",,,,,,,,,,,,,,
Parlatemi della Mazda 6 175CV SW MY 2015,https://forum.quattroruote.it/threads/parlatemi-della-mazda-6-175cv-sw-my-2015.101285/page-3,2016-01-07 00:00:00,luca.mazda,'Curiosità: come mai il moderatore di questa room Mazda è uno skodista-octavista? Melego... ne sai qualcosa? (non mi prendete troppo sul serio... mi frega poco di chi sia il moderatore...)',:thumbup: ,,,,,,,,,,,,,,
Mercedes Classe B usata per fare 140 km/d audostradali,https://www.forumelettrico.it/forum/mercedes-classe-b-usata-per-fare-140-km-d-audostradali-t5604-10.html?sid=a79d37a792f51ec4a96e3dc2058cc4fd&sid=a79d37a792f51ec4a96e3dc2058cc4fd,32 minuti fa,andbad,,"In effetti è un po' difficile da dire. La mia Leaf del ( tardo ) 2016 e 40k km ha un degrado di circa il 15%.Non conosco la Mercedes ma se effettivamente ha un pacco batterie come i Tesla dovrebbe avere un degrado minore non mi sorprenderei se fosse minore del 10% a giudicare da questo grafico: tesla-battery-degradation-4.png ( 43.17 KiB ) Visto 4 volte Puoi cercare qualche info in questo forum:http://www.mybclasselectricdrive.com/fo ... 3c05116cabBy ( t ) e<img alt=""tesla-battery-degradation-4.png"" class=""postimage"" onclick=""viewableArea ( this ) "" src=""./download/file.php ? id=13957&amp sid=a79d37a792f51ec4a96e3dc2058cc4fd""/>",,,,,,,,,,,,,,
BMW Serie 3 2019,https://www.autopareri.com/forums/topic/65951-bmw-serie-3-2019?&page=30#comments,2018-10-05 12:43:23,Beckervdo,,Verrà sostituita dalla BMW Serie 2 Gran Coupe' ( TA + AWD ovviamente ) ,,,,,,,,,,,,,,
Porsche celebra i suoi 70 anni al Salone di Ginevra - HDmotori.it,http://www.hdmotori.it/2019/03/04/porsche-70-anni-salone-ginevra/,2019-03-05 11:56:00,qandrav,,70 anni di beetle : ) ,,,,,,,,,,,,,,
Opel Astra Sports Tourer (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/38641-opel-astra-sports-tourer-topic-ufficiale-2010?&page=4#comments,2010-09-26 21:48:29,X82,,Ti scordato questa che non sarà stata un successo commerciale ma era comunque molto valida e poi la linea che ti sa offrire una capote in tela non ha eguali ,,,,,,,,,,,,,,
Riparare keycard danneggiata: è possibile?,https://forum.quattroruote.it/threads/riparare-keycard-danneggiata-%C3%A8-possibile.79022/,2013-06-23 00:00:00,Eldinero,"Come scrissi un paio di messi f una keycard mi si è guastat quando la inserisco nell'apposito alloggio mi dice ""Card non identificata"". La Renault per una nuova scheda da riprogrammare vuole circa 160?. Avevo letto da qualche parte che qualcuno l'aveva fatta riparar ma non ricordo se l'ho letto qui o in un altro forum. Vorrei provare la strada della riparazion magari me la cavo con poco. Voi che dite?... c'è da vedere che tipo di guasto è...potrebbe essere la linguetta che poggia sulla batteria o qualcosa di più grav in ogni caso niente è impossibile. Guarda il video http://www.youtube.com/watch?v=Y1uNDQTOr6M 'Come scrissi un paio di messi f una keycard mi si è guastat quando la inserisco nell'apposito alloggio mi dice ""Card non identificata"". La Renault per una nuova scheda da riprogrammare vuole circa 160?. Avevo letto da qualche parte che qualcuno l'aveva fatta riparar ma non ricordo se l'ho letto qui o in un altro forum. Vorrei provare la strada della riparazion magari me la cavo con poco. Voi che dite?'",Grazie ho visto il video ma la manualità non è alla mia portata :lol: Ho cercato il sito indicato nel video ma il dominio è stato sospeso che fortuna che ho ! Provo a contattarlo via email vediamo che dice. ,,,,,,,,,,,,,,
Officina BMW FRISO MARCO,https://www.bmwpassion.com/forum/threads/officina-bmw-friso-marco.90852/,2008-01-08 00:00:00,davide2196,,Officina Marco Friso Rubano ( Padova ) via natta ZAI.Ho fatto una piccola ricerca e ho notato che non si menziona MAI questa officina autorizzata BMW NONOSTANTE la presenza in forum di centinaia di Veneti tra cui Padovani e Vicentini. ,,,,,,,,,,,,,,
Nuovi motori turbo,https://forum.quattroruote.it/threads/nuovi-motori-turbo.107418/,2016-11-30 00:00:00,elancia75,'la strada dei turbo è ormai trend comune per tutte le marche',Quasi. Qualcuno che l'ha intrapresa presto ha preso mazzate ( TSI ) ... speriamo che l'attesa non sia stata vana. ,,,,,,,,,,,,,,
Cayenne Volvo,https://www.bmwpassion.com/forum/threads/cayenne-volvo.31591/,2005-06-11 00:00:00,PuccioE39,'che cesso http://www.autoblog.it/post/5981/porsche-cayenne-2007-a-zonzo-senza-camuffamenti ',che cesso http://www.autoblog.it/post/5981/porsche-cayenne-2007-a-zonzo-senza-camuffamenti ,,,,,,,,,,,,,,
cherokee 2.5,https://forum.quattroruote.it/threads/cherokee-2-5.45321/,2011-01-30 00:00:00,sempeter,"blackshirt ha scritto: mio papà ha il 2.8 automatico. Il 2.5 nel 2003 lo scartammo per il 4x4 inseribile solo con il blocco del differenzial quindi inutilizzabile se non su neve o sterrato.... quindi e' in pratica un trazione anteriore(o posteriore e solo se si vuole diventa 4x4?se cosi' e' dovrebbe consumare di meno .sai se hanno avuto problemi?grazie.... trazione posteriore con 4x4 inseribile. Non so dirti se hanno avuto problemi. "" blackshirt ha scritto: mio papà ha il 2.8 automatico. Il 2.5 nel 2003 lo scartammo per il 4x4 inseribile solo con il blocco del differenzial quindi inutilizzabile se non su neve o sterrato.... quindi e' in pratica un trazione anteriore(o posteriore e solo se si vuole diventa 4x4?se cosi' e' dovrebbe consumare di meno .sai se hanno avuto problemi?grazie. 'mio papà ha il 2.8 automatico. Il 2.5 nel 2003 lo scartammo per il 4x4 inseribile solo con il blocco del differenzial quindi inutilizzabile se non su neve o sterrato.'",intanto grazie. ,,,,,,,,,,,,,,
