Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Rincaro benzina,http://www.porschemania.it/discus/messages/10550/16134.html?1047666123,2003-03-12 16:07:00,herbie,,Se ricordo bene l'esame di economia quanto scritto sopra non dovrebbe funzionare. E' vero che se nessuno compra Esso e Shell questi gestori abbassano i prezzi: al diminuire della domanda la reazione \xe8 la riduzione dell'offerta o per lo meno del prezzo unitario. Ma allo stesso tempo se aumenta la domanda per le altre compagnie queste per lo stesso motivo ritoccheranno i prezzi verso l'alto. Si dovrebbe presumere che i consumatori italiani a fronte di una Esso - Shell che vendono a prezzi pi\xf9 bassi continuassero a comprare dagli altri una benzina pi\xf9 cara in nome della solidariet\xe0 tra consumatori e gi\xe0 mi scappa da ridere. Ma secondo voi un popolo che ha come massimi eventi socio-culturale una partita di calcio o il festival di San Remo ha la capacit\xe0 di impegnarsi in uno sforzo di coesione e collaborazione cos\xec grande ? Purtroppo il nostro passato la nostra storia sembrano suggerire di no. Simone ,,,,,,,,,,,,,,
Aston Martin DBS,https://www.bmwpassion.com/forum/threads/aston-martin-dbs.39183/,2007-02-17 00:00:00,pietro-bmw,'eccola http://www.autoblog.it/post/7873/aston-martin-pronta-la-dbs ',eccolahttp://www.autoblog.it/post/7873/aston-martin-pronta-la-dbs ,,,,,,,,,,,,,,
Alfa Romeo Giulia Quadrifoglio 2016,https://www.autopareri.com/forums/topic/58587-alfa-romeo-giulia-quadrifoglio-2016?&page=566#comments,2015-11-06 16:47:57,Felis,,"Torno a ripetere: ""Chi pene è C-Ferry ? ! "" Che peso gli si deve dare ? ",,,,,,,,,,,,,,
Alfa Romeo Stelvio 2017,https://www.autopareri.com/forums/topic/62477-alfa-romeo-stelvio-2017?&page=463#comments,2018-10-12 09:45:32,fedegta,,"Attenzione ! 1 ! 11 ! Nuovi cerchi a petalo bruniti da 20"" 💘 ",,,,,,,,,,,,,,
Cosa avete in garage oltre la BMW,https://www.bmwpassion.com/forum/threads/cosa-avete-in-garage-oltre-la-bmw.16907/page-8,2003-05-23 00:00:00,El Nino,'...Io sono nel voglio ma non posso e basta ',nel mio c'e' tanta di quella ***** di mio padre scovazze a non finire che non ci starebbe nemmeno una 500 ultimamente mi sono messo anch io con paraurti minigonne cerchi assetti biemme ecc.cmq la mia non potrei metterla dentro in quanto c'e' da fare una piccola discesa e non ci passo.fuori a farle compagnia la escort 1.3 navy di mio padre che devo dire e' un ferraccio ma va bene.vorrei tirare due somme su questo topic.il 20% degli utenti di questo forum piu' o meno e' una persona normale come me.il 60% e' ricco sfondato o quasiil 20% racconta la storia dell orso : ) ,,,,,,,,,,,,,,
Rimappato Boxster S 986: prime impressioni,http://www.porschemania.it/discus/messages/502415/226775.html?1172654424,2007-02-07 09:31:00,arkamaxx,,come ho detto il regime massimo dei giri non cambia poich\xe8 entra il limitatore ma il tempo per passare da 1000 a 7000 rpm \xe8 ovviamente inferiore. L'auto rimappata invece di essere sorniona fino ai 4500 giri \xe8 pi\xf9 pronta ed entra in coppia prima conseguentemente l'uso cittadino o stradale tortuoso ne guadagna assai. Chi invece \xe8 abituato ad un uso in cui sta sempre nella parte alte del contagiri forse lo potrebbe apprezzare meno. Io la bimba non la tiro spesso perch\xe8 a milano si rischia di far del male a qualcuno ma vi dico che ora se sto viaggiando a 2500 rpm e d\xf2 di gas la macchian rimbalza come un canguro....grande libidine ! ! ! ! ! ! ! Credo da profano che la rimappatura faccia assomigliare l'auto pi\xf9 ad un 4 cilindri che ad un 6.,,,,,,,,,,,,,,
prototipi...,https://www.autopareri.com/forums/topic/7927-prototipi?&page=8#comments,2004-07-12 10:41:40,fulvio,,"Anche io trovo il frontale della ""magia"" veramente riuscito. Da quello dovevano ispirarsi maggiormente. E vero che avrebbe contrastato per bene con le future BMW3 e Audi che sarebbero uscite. Per quanto riguarda cantarella sono rimasto scioccato non sapevo tutte queste cose. E chiaro che quando poi sai che sono ancora pagati milliardi quando lasciano l'azienda e uno scandalo. Ma come si puo fare ? Un uomo che ha distrutto un marchio.... Spero veramente che il marchio possa rinascere con prodotti a forte impatto. Che ne so una nuova Lybra o meglio una nuova Delta... questi sono i segmenti che possono riportare Lancia al top ovviamente se ben fatti. Per l'Alfa e stata la 156. Prodotti come la Musa per me ridicolizzano il marchio. Si e dovuta fare perche non difficile da realizzare ( base idea ) e che probabilemente porterà soldi in cassa ma Lancia ha bisogno di un modello di grande successo e cio non è impossibile. Spero solo che stanno mettendo tutte le loro energie in un modello del segmento C o D perchè altrimenti ogni altro sforzo secondo me oggi non vale niente. ",,,,,,,,,,,,,,
Porsche 911 Carrera e Carrera S Facelift 2016,https://www.autopareri.com/forums/topic/59216-porsche-911-carrera-e-carrera-s-facelift-2016?&page=4#comments,2015-09-08 10:03:14,Cosimo,,997 mi pare l'avesse già. Prima auto di serie a broba ad avercelo credo. ,,,,,,,,,,,,,,
159 per la Polizia,https://www.bmwpassion.com/forum/threads/159-per-la-polizia.21246/page-2,2005-04-23 00:00:00,crickcrack13,'almeno così nn ci possono stare dietro in autostrada ',Perchè dove dovrebbero metterla ? Allargano lo scudetto facendolo diventare un cancello ? ,,,,,,,,,,,,,,
Scarico 987 !,http://www.porschemania.it/discus/messages/502415/268636.html?1183129043,2007-06-29 16:57:00,luca80,,ciao ragazzi ! qualcuno puo postare le foto del kit sound 987 boxster o cayman che sia grazie ciaociao,,,,,,,,,,,,,,
Visto il frontale della nuova Ypsilon?,https://forum.quattroruote.it/threads/visto-il-frontale-della-nuova-ypsilon.98687/,2015-09-11 00:00:00,larft,,Speriamo che abbiano migliorato la qualità degli interni che sull 'attuale modello sono molto economici .Ho provato l'attuale Y metano Euro6.Che delusione :lentissima rispetto alla mia euro5 ! ,,,,,,,,,,,,,,
Fiat Punto EVO (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/34839-fiat-punto-evo-topic-ufficiale-2009?&page=128#comments,2009-12-09 21:28:10,Pollice21,,ok...scusate ! ! ! ! ! ,,,,,,,,,,,,,,
le foto delle nostre Alfa,https://forum.quattroruote.it/threads/le-foto-delle-nostre-alfa.11173/page-28,2016-04-23 00:00:00,v6super,,Per i Piu Curiosi... Attached files /attachments/2095868=50917-12472461_10208563512075895_8165036136579251319_n.jpg /attachments/2095868=50916-12670886_10208563513075920_6967813825253079356_n.jpg /attachments/2095868=50915-12938146_10208563513555932_5467349238508413819_n.jpg ,,,,,,,,,,,,,,
Le foto delle vostre Subaru!,https://forum.quattroruote.it/threads/le-foto-delle-vostre-subaru.13632/page-7,2018-02-05 00:00:00,Suby01,"""avevo perso ogni speranza di uscire dal buco e avevo chiamato un amico che venga a tirarmi fuor poi all'improvviso sono riuscito a saltare fuori senza aiut cerca foto che a me piace sempre vedere le nostre belve in situazioni particolari""",Tre ruote a penzoloni... e dovevo solo girarmi perchè avevo sbagliato strada ,,,,,,,,,,,,,,
domande per renault_it,https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-63,2010-07-07 00:00:00,JMS,"""Per rispondere a JMS: come ben dici uno dei miei compiti è quello di monitorare cosa dicono gli utenti di Renault (mi pare scontato ma non è il principale! L'azione sul forum l'ho proposta in prima person con l'intento di aprire un canale che sia d'aiuto ai clienti.""",Bè adesso Renault_it non te la menare troppo Comunque a me come ho sempre detto l'idea di questo servizio piace parecchio... solo vorrei una risposta alle nostre domande: il problema di rumorosità del ponte posteriore per megane berlina e sportour e scenic x-mod :lol: ... come siamo messi a tal proposito ? ,,,,,,,,,,,,,,
SUV tipo Tuareg....,https://www.bmwpassion.com/forum/threads/suv-tipo-tuareg.8099/page-3,2004-09-13 00:00:00,Emiliano,'Per i tagliand la manutenzione ecc. come si fa visto che è importato dagli Usa e qui non è venduto? Io ho parenti in Usa e in Canada. Se lo faccio comprare a loro e poi me lo porto in Italia quanto spendo di trasporto circa?',ovviamente non prenderebbe il posto della coupé.... ma quello dell'X5... cmq si fa per parlare sono più curioso che interessato seriamente a comprarlo ,,,,,,,,,,,,,,
Moderazione forum Fiat,https://forum.quattroruote.it/threads/moderazione-forum-fiat.2574/page-15,2010-11-10 00:00:00,conan2001,,Le tue parole parlano meglio di qualsiasi altra cosa della tua supponenza e della tua maleducazione mi pento solamente di aver cancellato alcuni tuoi post troppo offensivi nei confronti degli altri utenti che invece a conti fatti potevano tranquillamente essere utilizzati per chiedere ed ottenere il tuo banning. e questo è il ringraziamento per averlo risparmiato. hai almeno comunicato all'admin il contenuto di ciò che hai cancellato ? il ragazzo è recidivo bisogna tarpargli le ali. ,,,,,,,,,,,,,,
Alfa Romeo e le aspettative di vendita,https://www.autopareri.com/forums/topic/27471-alfa-romeo-e-le-aspettative-di-vendita?&page=24#comments,2008-03-22 08:22:09,il FUSI,,"Manco che poi i cafoni non girino sia con la produzione Alfa recente che sulle produzioni estere cafoni in BMW ne esistono. Al di là di una visione ""perfettina"" un po' fuori dal mondo forse è ora di rendere acclarato che l'utenza cafone si orienta verso i prodotti considerati ""validi"". Gli zingari vituperati da tutti ( non che io faccia eccezione vivaddio ) sono palati fini pure loro e girano con quello che possiamo ben vedere. Ci metterei la firma ad avere la ""cafoneria"" di contorno che compra le auto che considera valida perchè ""ce l'ha chi se ne intende e chi conta"". ",,,,,,,,,,,,,,
SOGNI,http://www.porschemania.it/discus/messages/10550/36909.html?1079100086,2004-03-10 22:54:00,986monza,,"Giusto a proposito...acquisto OGGI ""TuttoPorsche"" numero 17 e cosa ci trovo ? Un bel articolo sulla Devin e se l'occhio non mi inganna si parla proprio di quella bianca a strisce blu delle foto qui sopra... Sicuramente al buon Domenico non sar\xe0 scappato comunque mi ha fatto una certa impressione leggere queste frasi: ""Una stima precisa del numero di Devin D prodotte \xe8 assolutamente improponibile...omissis...Si \xe8 a conoscenza di sole altre 4 Devin in Europa...omissis....trovarne una ben restaurata con organi originali Porsche potrebbe richiedere l'esborso di cifre tra i 20'000 e i 40'000 Dollari..."" Beh....il ""motoscafo"" o ""dune buggy"" par proprio esser un pezzo di vero pregio. COMPLIMENTI DOMENICO ASPETTO NUOVE FOTO DELLA ""KIT-CAR"". ",,,,,,,,,,,,,,
Relé frecce fiesta 2014,https://forum.quattroruote.it/threads/rel%C3%A9-frecce-fiesta-2014.118314/,2018-09-07 00:00:00,NEWsuper5,"""NEWsuper5 grazie per la risposta immediata! Dici che non c'é nulla da fare senza resistenze?.. Poi ho notato che ho uno stop bruciato perö non mi compaiono avvisi...magari il canbus funziona solo sulle frecce..""",Per l'ultima domanda dipende dal sistema Ford. Per l'altra avresti dovuto comprare dei led con resistenza incorporata ci sono e costano comunque poco per le lampadine da 15W. Devo anche dirti che probabilmente queste lampadine non sono omologate per l'uso su veicoli in circolazione su strada pubblica. Quindi ti stai assumendo un rischio. ,,,,,,,,,,,,,,
Comportamento anomalo seat leon fr 2.0,https://forum.quattroruote.it/threads/comportamento-anomalo-seat-leon-fr-2-0.122284/,3 Maggio 2019 alle 11:37,Alosqualo,,se non é una questione di tappetino che resta incastrato con il pedale la porterei a verificare in officina. Non sono un esperto meccanico ma ricordo che circa 20 anni fa avevo una Alfa 146 Ti con circa lo stesso problema ed era lo spingidisco da sostituire. ,,,,,,,,,,,,,,
Un consiglio per rimappare la centralina audi tdi - E' ILLEGALE per uso stradale,https://www.autopareri.com/forums/topic/25900-un-consiglio-per-rimappare-la-centralina-audi-tdi-e-illegale-per-uso-stradale?&page=2#comments,2007-12-19 12:41:26,stev66,,Vero. Ma e' anche vero che quelli che ne sanno di elettronica sanno sgamare quasi tutti i trucchi.... Scherzi a parte niente e' nascondibile seriamente se si sa cosa e dove cercare. Ed i tecnici delle Case lo sanno. ,,,,,,,,,,,,,,
minghia misà che mi pigghiarono poo_culu ???,https://www.bmwpassion.com/forum/threads/minghia-mis%C3%A0-che-mi-pigghiarono-poo_culu.120510/page-5,2004-11-30 00:00:00,piggreco,,non ci voglio manco pensare finisce che cambi macchina ,,,,,,,,,,,,,,
Ford transit 2.2 130 cv,https://forum.quattroruote.it/threads/ford-transit-2-2-130-cv.120879/,2019-02-03 00:00:00,Utente_1646778927,,Stamattina ho tolto le candelette però sono rimasto di stucco quando levando tutto il condotto di aspirazione ho notato una pattina di olio denso/duro tipo grasso in tutte le pareti del blocco motore all interno come posso pulire tutta quella roba ? Il motore gira bene ma non accende ,,,,,,,,,,,,,,
Volkswagen Tiguan (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/24029-volkswagen-tiguan-topic-ufficiale-2007?&page=4#comments,2007-06-29 07:33:27,Touareg 2.5,,Se vuoi te la regalo dato che ti piace cosi tanto :twisted: ,,,,,,,,,,,,,,
