Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=266#comments,2016-04-12 09:39:54,GEneRal PErsoN,,Omniauto: test drive entro il 10 maggio. Non specifica però quale versione proveranno. http://www.omniauto.it/magazine/37575/fiat-alfa-romeo-maserati-gamma-novita ☏ X800+ ☏ ,,,,,,,,,,,,,,
Kia Sportage 1.7. turbodiesel problemi motore a temperature rigide ?,https://forum.quattroruote.it/threads/kia-sportage-1-7-turbodiesel-problemi-motore-a-temperature-rigide.72682/page-2,2012-12-26 00:00:00,Goldenhawk2012,,"Il serbatoio del 2.0 della Sportage ha la pompa carburante direttamente nel serbatoio ergo fino ad adesso nessun proprietario di Sportage 2.0 ha lamentato problemi di questo tipo col gelo. Nel serbatoio del 1.7 vi è un filtrino tipo ""bustina di thè"" ridicolo che facilmente si ricopre delle mucillagini addensate del bio-diesel e la cristallizzazione dei precipitati di paraffina tappando quasi completamente il passaggio dei carburante. Un'altra cosa: anche se ( e dico ""se"" ) il riscaldatore del filtro nel cofano motore funzionasse a dovere tutto il sistema dovrebbe fare i conti con le gelate notturne che poi al mattino quando si prende l'auto si possono benissimo attenuare fino ad arrivare a circa 1~2 gradi sopra lo zero temperatura per la quale non è previsto l'intervento del riscaldamento del filtro. Il carburante comunque addensato sulla ""bustina da thè"" nei tubi che portano il gasolio dal serbatoio al filtro ed il filtro stesso si ritrovano così intasati di paraffina e bio-diesel e dopo qualche km l'auto si ferma e il motore va in recovery... sottoponendo gli occupanti del veicolo a stressanti e pericolose avventure. Se in Italia da novembre fino a marzo circolasse gasolio artico ( -18° ) senza aggiunta di bio-diesel COMUNQUE i malfunzionamenti non si verificherebbero ",,,,,,,,,,,,,,
Renault Clio RS,https://www.bmwpassion.com/forum/threads/renault-clio-rs.25535/page-2,2005-08-17 00:00:00,piccinino,,"Azz... allora l'estrattore è ""vero"" ! ! ! Bella bella bella ! :wink: ",,,,,,,,,,,,,,
I Prossimi Modelli Alfa Romeo (Solito Loop...),https://www.autopareri.com/forums/topic/27745-i-prossimi-modelli-alfa-romeo-solito-loop?&page=137#comments,2008-08-01 18:16:34,superkappa125,,Scusate ragazzi non so se se ne è già discusso ma riguardo le voci che forse il X-Over alfa non verrà fatto perchè ormai non è più il momento buono che si dice ? ,,,,,,,,,,,,,,
finalmente cx3 visibile,https://forum.quattroruote.it/threads/finalmente-cx3-visibile.92290/,2014-11-19 00:00:00,arizona77,Bella davvero. Venderà!!!! Anche se come per tutte le mazd grande cofano avanti e piccolo spazio dietro...secondo me. Ma farà tendenza. http://www.autoblog.it/galleria/mazda-cx-3-01/14... Fantastica. Se la HR-V sarà depauperata dell'ibrido e del 1.6 da 160cv e la CX-3 avrà pure AWD..... ........dieseletto per dieseletto....... forse sarà meglio questa dell'Honda. Aspetto entrambe con curiosità e rassegnazione al fatto che se vuoi un crossover brillante devi andare su X1 o al limite su CX- l'enorme CX-5 da 34.000 euro. :? 'Bella davvero. Venderà!!!! Anche se come per tutte le mazd grande cofano avanti e piccolo spazio dietro...secondo me. Ma farà tendenza. http://www.autoblog.it/galleria/mazda-cx-3-01/14',"bella....piu' filante e armoniosa anche della CX 5.... Un po' "" attapirata "" ma bella ",,,,,,,,,,,,,,
Lancia Y il concentrato di granturismo. (1996-2003),https://www.autopareri.com/forums/topic/51531-lancia-y-il-concentrato-di-granturismo-1996-2003?&page=28#comments,2018-02-19 18:36:43,iDrive,,La miglior Y resta la 1.2 16v pré-reste specialmente l'Elefantino Rosso. ,,,,,,,,,,,,,,
Subaru - Boxer Turbodiesel,https://www.autopareri.com/forums/topic/19873-subaru-boxer-turbodiesel?&page=11#comments,2008-01-19 17:11:27,Matteo B.,,la Legacy. ,,,,,,,,,,,,,,
Presentazione alla stampa Lexus IS,https://www.bmwpassion.com/forum/threads/presentazione-alla-stampa-lexus-is.9104/page-4,2004-02-27 00:00:00,cesabas,ha qualcosa da bmw o sbaglio...nel posteriore vedo qualcosa che mi ricorda la 5 o la 6...bho... Penso siano i fanal mi ricordano quelli della 5er. ' ha qualcosa da bmw o sbaglio...nel posteriore vedo qualcosa che mi ricorda la 5 o la 6...bho',no vabbè non è riferito a queste foto in particolare parlo di personalizzare volendo quello che vogliono o quasi... poi la bellezza o riuscita della cosa è soggettiva ci sono alcune auto che sono veri e propri capolavori altre che sono delle chiaviche totali... meglio sicuramente di come si fa qui che bastano degli angel-eyes e due distanziali x essere considerato alla pari dei criminali... ma cmq è sempre un circolo vizioso sto discorso si torna sempre al solito punto mesà ! cmq sia penso che questa nuova Lexus IS non abbia bisogno di grandi modifiche già quella delle foto mi piace così com'è... ! ,,,,,,,,,,,,,,
Ritorna la Sportwagon.......,https://www.autopareri.com/forums/topic/17774-ritorna-la-sportwagon?&page=10#comments,2006-01-26 15:13:48,xbertone,,..forse devono portare la produzione della Punto in Polonia - magari qualcuno in Italia poi capisce che prima si deve lavorare - poi chiedere aumenti e scioperare... ,,,,,,,,,,,,,,
Quotazioni dell'usato da battere il capo nel muro,http://www.porschemania.it/discus/messages/22971/511345.html?1275895994,2010-06-07 08:45:00,corvosampras,,Io dei concessionari sono piu' che soddisfatto poi comunque loro devono vendere e guadagnare e non regalare in quanto alle agevolazioni sicuramente al cliente che compra una macchina ogni due anni magari gli aggiornamenti vengono fatti passare sicuramente chi arriva con una macchina comprata da qualsiasi salonista e pagata 20000 euro senza aver mai fatto i tagliandi dalla casa madre non penso possa avere molte pretese non vorrei sembrare troppo di parte ma avendo un attivita' capisco che purtroppo i conti devono tornare.,,,,,,,,,,,,,,
