Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Problema Alfa Mito TCT 140cv 1.4,https://forum.quattroruote.it/threads/problema-alfa-mito-tct-140cv-1-4.110906/page-2,2017-06-14 00:00:00,pilota54,,Io farei ricontrollare lo starter automatico. Può darsi che abbia un funzionamento difettoso. ,,,,,,,,,,,,,,
Opel Astra 2015,https://www.autopareri.com/forums/topic/58528-opel-astra-2015?&page=22#comments,2016-03-03 20:53:24,Done,,Ragazzi ma il Flexfix è stato abbandonato ? ,,,,,,,,,,,,,,
SONDAGGIO: CONCESSIONARI IN - CONCESSIONARI OUT,https://www.bmwpassion.com/forum/threads/sondaggio-concessionari-in-concessionari-out.21503/page-14,2006-01-17 00:00:00,Gabo,"""- GIELLE DI MARAZZATO a Castelfranco (TV): IN. Personale gentil simpatic senza puzza al naso. Il venditore con il quale ho poi concluso l'acquisto mi ha fatto un'ottima valutazione dell'usato più uno sconto di 2800 euro da listino sulla serie senza che io aprissi bocca. In più mi hanno fatto provare la 123d e addirittura dopo aver già ritirato la mia 1er ho chiesto e ottenuto senza problemi di provare una 118d per sentire la differenza.""",In cosa sono migliori ? ,,,,,,,,,,,,,,
Test completo della Mitsubishi Outlander Phev  750 km totali,https://forum.quattroruote.it/threads/test-completo-della-mitsubishi-outlander-phev-750-km-totali.96552/,2015-10-08 00:00:00,DESMO16,'dipende cosa si intende per positive....e da cosa ci si aspetta da un bisonte da 20 q... a benzina... ',..mi pare che i consumi coincidano con quelli della RX 450h che però ha un V6 da ca 3500cc ,,,,,,,,,,,,,,
interessante prova Cherokee 2.0 4x2,https://forum.quattroruote.it/threads/interessante-prova-cherokee-2-0-4x2.89246/,2014-10-28 00:00:00,alpierto,,hai più fatto l'acquisto ? ,,,,,,,,,,,,,,
AutoClub MO bene e male,https://www.bmwpassion.com/forum/threads/autoclub-mo-bene-e-male.64212/,2007-11-28 00:00:00,antonacci fabio,,Partiamo dal bene...per due giorni mi hanno dato una mini cooper come sostitutiva gratis naturalmente ma il bello è che non mi hanno fatto nemmeno pagare il carburante... ( praticamente un pieno in 2 giorni ci ho fatto 600 e passa km ) male: mi consegnano l'auto che va come prima strattona lunedi ci torno..e altra cosuccia: esco dalla conce mi fermo a fare gasolio...giretto intorno alla macchina e mi fermo a guardare il cofano di fronte...parte destra perfettamente chiusa parte sinistra rialzata.... apro e ....si erano solo dimenticati una pinza...e hanno chiuso il cofano con l'arnese in mezzo...roba da piegare il cofano torno indietro chiamo il grande capo gli faccio vedere la cosa....credo sia ancora la in officina che urla dietro ai meccanici... ,,,,,,,,,,,,,,
Massima distanza percorsa con la P.,http://www.porschemania.it/discus/messages/502415/295748.html?1191394744,2007-09-25 23:09:00,retroviseur,,Wow a Kiev Pasquale ! Facendo quale percorso e tappe intermedie ? ,,,,,,,,,,,,,,
Le foto delle vostre Subaru!,https://forum.quattroruote.it/threads/le-foto-delle-vostre-subaru.13632/page-3,2010-08-17 00:00:00,Heniadir,'Già postata in Z riposto qui ',Finalmente una turbo ^_^ ,,,,,,,,,,,,,,
Renault Laguna Coupé (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/28768-renault-laguna-coup%C3%A9-topic-ufficiale-2008,2008-05-24 08:31:12,Stefano73,,Bellissimo quel posteriore starebbe bene anche su marchi ben più blasonati il frontale non è a livello del resto dell'auto ma è cmq un notevole passo avanti rispetto alla pesentezza informe di quello di la...duna berlina-sw e cmq anche se un pò banale si differenzia parecchio dai frontale un pò tutti simili di auto uscite in questo periodo. Mah se in renault sono furbi e non vogliono far definitivamente diventare flop la la...duna potrebbero far uscire una 4-5 porte derivata da questo al posto della pessima la...duna 4porte. ,,,,,,,,,,,,,,
CITROEN C3 GPL Pure Tech: Consumi da Ferrari,https://forum.quattroruote.it/threads/citroen-c3-gpl-pure-tech-consumi-da-ferrari.114834/page-2,2018-02-14 00:00:00,atlantides,,Caro Renatom trovo disdicevole che come moderatore lei insista nel difendere l'indifendibile. Se un'azienda dichiara la metà di quello che è effettivamente il consumo si tratta di PUBBLICITA' INGANNEVOLE tutelata dalla nostra legge italiana. Eppoi quale velocità sostenuta ? Io viaggio normalmente in città a 70 fuori città e massimo 130 in autostrada ! E le posso garantire che i consumi dichiarati da Citroen forse li ho visti a 30 all'ora ( forse ma non ne sono certa di sicuro in discesa ) ! Anche a benzina siamo MOLTO LONTANI dai consumi di un'utilitaria: 12-13 km. con un litro a benzina non sono accettabili. Avevo una 147 a benzina che CONSUMAVA MENO di questa e le confermo che con la mia Audi ( diesel ) rifatti i conti spendo 11 euro in più ogni 1000 km e questo mi ha fatto optare per viaggiare di più con quest'ultima: visto il risibile risparmio almeno la qualità del viaggio è migliore. ,,,,,,,,,,,,,,
