Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Macan Moose Test (test dell'alce),http://www.porschemania.it/discus/messages/771175/725845.html?1422852356,2015-02-01 19:16:00,gianz,,Anche il berlingo se la cava bene... Ahahahahah http://youtu.be/mCsPwN42_F4,,,,,,,,,,,,,,
Jaguar XF Sportbrake 2017,https://www.autopareri.com/forums/topic/63272-jaguar-xf-sportbrake-2017?&page=3#comments,2017-06-17 14:12:53,Davialfa,,Diciamo abbastanza i fari posteriori non mi convincono pero ihmo nel suo complesso non e' male ,,,,,,,,,,,,,,
Mondiale F.1 - GP della Russia,https://forum.quattroruote.it/threads/mondiale-f-1-gp-della-russia.118571/page-7,2018-10-01 00:00:00,Gilles82A,"""Tutte le dichiarazioni vanno prese con il beneficio del dubbio. Sono comunque certo che le decisioni sono state prese dal murett perche' per quanto Hamilton sia uno dei piloti piu' talentuosi della storia della F non e' dotato di una forte personalita' che gli permetta di prendere decisioni in autonomia durante la gara. Certo che non riesco a capire perche' il sorpasso non l'abbiano fatto in fase di percorrenza dei 2 rettilinei dove avrebbero minimizzato il tempo perso da Bottas ma soprattutto la brutta visione a tutto il pubblico di questa manovra !!""",secondo me l'hanno fatto in quel punto perchè da lì in poi la Ferrari soffriva moltissimo e avrebbero dato a Bottas la possibilità di riguadagnare a sufficienza su Vettel per difendersi da un attacco del Ferrarista che non era così lontano da Hamilton.. ,,,,,,,,,,,,,,
Jaguar I-Pace in panne con spia di guasto alla batteria,https://www.forumelettrico.it/forum/jaguar-i-pace-in-panne-t4990-10.html?sid=1467b3c50529beeaf597d4cd59898233&sid=1467b3c50529beeaf597d4cd59898233,2019-03-13 20:45:00,Aleji,"'E vabbè.Il ""bello"" del pionerism anche se da marchi premium mi aspettavo maggior organizzazione.'",Organizzazione ZEROripeto non hanno idea di dove mettere le maniE utilizzo questo service da 10 anni con grande soddisfazione Per Range Rover prima e Jaguar poiNon riesco a capire,,,,,,,,,,,,,,
nuova xc90 2015!,https://forum.quattroruote.it/threads/nuova-xc90-2015.85992/,2014-02-18 00:00:00,Tippete72,,Le cammuffature sono lì proprio per far immaginare e non svelare la vera linea. Comunque rispetto alle prime bozze di qualche anno fa i teaser presentati da Volvo per le luci posteriori ed il muso anteriore nonchè la XC Concept lasciano ben sperare....... ,,,,,,,,,,,,,,
Porschina Caymanina,https://www.bmwpassion.com/forum/threads/porschina-caymanina.32844/page-11,2004-07-18 00:00:00,Melo,'in foto non piacevano molto neanche a me ma se ci sali sopra cambi idea essendoci salit adesso dico che sono molto belli e di qualità',certo l'appeal da coupé è tutto un altro mondo quando ci sali sù :wink: minkia elnino ce l'hai proprio a morte con gli interni porsche ,,,,,,,,,,,,,,
Diesel per Infiniti,https://forum.quattroruote.it/threads/diesel-per-infiniti.21796/page-4,2010-06-15 00:00:00,ROBYZIO,'la definirei GRANDIOSA!',Mi fa piacere byalex ,,,,,,,,,,,,,,
NUOVA IGNIS,https://forum.quattroruote.it/threads/nuova-ignis.108121/page-12,2017-05-05 00:00:00,raim,,È identica alla mia bianca con il tetto nero. Secondo me con lo spoiler è meglio. Ma come hai fatto a montarlo di colore bianco e nero ? Nella lista degli accessori non mi sembrava fosse presente con quel colore ,,,,,,,,,,,,,,
Foto oldtimer2- le più desiderate le più belle dal 90' ai primi del 2000,https://www.bmwpassion.com/forum/threads/foto-oldtimer2-le-pi%C3%B9-desiderate-le-pi%C3%B9-belle-dal-90-ai-primi-del-2000.150717/,2010-06-20 00:00:00,victor79,,Ciao a tutti dopo un post precedente riguardante le più belle bmw dall’inizio della sua storia al 90 ho deciso di aprire un secondo topic sulle foto-oldtimer delle bmw di serie più belle e desiderate dagli appassionati questa volta partendo dal 90 ai primi anni del 2000. Escluderò per ovvi motivi ( anche vista la sezione ) i modelli attualmente in listino o da poco usciti dalla produzione. Le dividerò questa volta per modello in alcuni casi per creare un escursus temporale a seconda della serie.Si comincia e come sempre spero che la cosa vi sia graditaBmw e38 serie 7 benzinaCilindrata e potenza- 728i 2793cc 183cv- 730i 2997cc 218cv- 735i 3400cc 235cv- 740i 3982cc 286cv fino al 96’ 4400cc 286cv dal 96’- 750i a 5379 cc 326cvAnno 1994-2001Bmw e31 serie 8Cilindrata e potenza - 850i e 850ci ( 1°serie ) 4988cc 300cv- 840ci 4400cc 286cv- 850 ci ( 2°serie 96’ ) 5379cc 326cv- 850 csi 5576cc 381cv Anno dal 1989 al 1999 Bmw Z3 M roadster e coupèCilindrata e potenza- 3201cc 236cv fino al 2000- 3246cc 239cv dal 2000 al 2002 Anno 1998-2000 2000-2002 restiling + nuovo propulsoreBmw Z8Cilindrata e potenza4941cc 400cvAnno 2000-2003Continua… ,,,,,,,,,,,,,,
PORSCHE 911 TURBO o PORSCHE 911 GT3,https://www.bmwpassion.com/forum/threads/porsche-911-turbo-o-porsche-911-gt3.27795/,2005-06-11 00:00:00,PuccioE39,'in pist nonostante le prestazioni inferiori la gt3 rifila ben 3secondi alla turbo...dicono sia merito delle michelin sport cu mentre la turbo montava invece le michelin sport.',"IERI HO PRESO ""AUTO"" DI SETTEMBRE E HO LETTO L'INTERESSANTE SFIDA TRA QUESTI DUE BOLIDI...MA AVENDO LE POSSIBILITA' VOI QUALE SCEGLIERESTE ? ? ? turbo:315km/h 0/100 3.7sec 480cv 140mila euri.......gt3:310km/h 0/100 4.2sec 415cv 110mila euri....in pista nonostante le prestazioni inferiori la gt3 rifila ben 3secondi alla turbo...dicono sia merito delle michelin sport cup mentre la turbo montava invece le michelin sport. ",,,,,,,,,,,,,,
