Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
buongiorno a tutti,https://www.bmwpassion.com/forum/threads/buongiorno-a-tutti.344542/,2016-02-19 00:00:00,wewwo,,Ciao mi chiamo Bruno abito e lavoro a Cuneo e sono venuto a conoscenza di questo sito tramite il web.Posseggo una Fiat Croma 194 con 224000 km e due moto BMW una RT ABS del 1998 e una K 44 -k 1200 GT del 2006sono appassionato di motori ed eseguo personalmente gli interventi di manutenzione sui miei mezzi.sto cercando di installare Rheingold per eseguire diagnosi e manutenzione sul mio ke ogni consiglio in merito è ben accetto ovviamente sarò felice di condividere le mie esperienze.buon forum a tutti ,,,,,,,,,,,,,,
Nuovo Motore 3.0 Jtd 250cv.....,https://www.autopareri.com/forums/topic/17980-nuovo-motore-30-jtd-250cv?&page=8#comments,2006-01-13 03:36:11,Alfa_JTD,,Secondo le informazioni in mio possesso attualmente: Cilindrata: 2987 cc Corsa x Alesaggio: 83 x 92 Cilindri: 6 a V Valvole: 24 Iniezione: Iniezione diretta Multijet CP3 ( 1800 bar ) Aspirazione: 2 turbocompressori 2 intercooler Potenza massima: 250cv a 4000 giri Coppia massima: 550 Nm a 1800 giri Emissioni inquinanti: Euro 4 con FAP Massa: 210 kg a secco Per ora non so dirvi se usa gli iniettori Pizoelettrici ma mi pare di no. A quanto ne so io al lancio verrà proposto esclusivamente accoppiato ad un'automatico Aisin quindi niente Ecoshift e forse successivamente sarà anche disponibile con il manuale. ,,,,,,,,,,,,,,
Quale inverter per fotovoltaico in caso di sostituzione,https://www.forumelettrico.it/forum/topic4903.html?sid=9b3d6660a00250109c0902db2fb0b90b,2019-02-23 13:15:00,valbui,,Buongiorno Gianni se ci fossero inverter prodotti in Italia ti consiglierei quelli ... ma PowerOne è diventata ABB e molta produzione è stata spostata all'estero Valenia ( divisione di Telwin ) non ho più sentito nulla Elettronica Santerno come sopra Zucchetti ( ZCS ) non so dove hanno gli stabilimenti.Insomma tocca passare al nemico: Fronius è un ottimo prodotto ma puoi optare anche su SMA ( sigh ! ) o andare su alternative come Huawei. Non so se sia il tuo caso l'utilizzo di SolarEdge.Dato che per i primi della classe i prodotti si equivalgono ti consiglio di puntare sugli anni di garanzia e sulla assistenza.A presto,,,,,,,,,,,,,,
quale batteria monta nuova A3 sb ?,https://forum.quattroruote.it/threads/quale-batteria-monta-nuova-a3-sb.114055/,2017-12-31 00:00:00,miranda453,'Troppo recente per avere delle informazioni certe. Essendo Audi un marchio premiu credo monti AG le EFB sono per le low cost. Di seguito descrizione trovata dal sito della Yuasa : D. Qual è la differenza tra batterie EFB e AGM? R. Le batterie EFB sono nate come opzione di fascia più bassa rispetto alle batterie AG in termini di performance e durata. La tecnologia EFB si fonda su miglioramenti apportati alla tecnologia a piombo libero preesistent grazie all’aggiunta di additivi al carbonio nel processo di fabbricazione delle piastre. Le batterie AGM godono dei vantaggi dovuti a caratteristiche di progettazione innovativ non presenti nelle batterie ad acido libero. Queste includono separatori di tipo Glass Ma coperchio con tecnologie ricombinanti e una maggiore pressione degli elementi per assicurare una migliore durata e vita ciclica. Le batterie AGM sono più adatte a soddisfare le necessità di veicoli con elevate specifich che includono una o più delle seguenti tecnologie: Start-sto frenata rigenerativa e passive boost.',Grazie per il chiarimento so che le agm sono nettamente migliori delle efb ( che comunque adottano le Golf come la mia o come la Skoda Fabia della moglie o la nuova T-Roc benzina ) essendo Audi mi domando se per la A3 magari hanno scelto un prodotto più valido. ,,,,,,,,,,,,,,
Fiat 500 M.Y. 2014,https://www.autopareri.com/forums/topic/26165-fiat-500-my-2014?&page=339#comments,2011-01-06 12:49:08,Regazzoni,,Al contrario ti posso dire che nel caso di 5oo l'estetica è solo la ciliegina sulla torta. la vettura è robusta la meccanica collaudata le finiture sono tra le migliori ( anzi nel complesso credo LE migliori ) che si possono trovare su una utilitaria di segmento A la dinamica e la tenuta di strada sono più che soddisfacenti l'abitabilità seppur coi suoi limiti è enormemente migliore di quella di una iQ il prezzo è concorrenziale rispetto alla iQ anzi è leggermente più basso con contenuti milgiori rivendibilità garantita e buona tenuta del valore dell'usato ( per iQ non farei troppo affidamente vista il limitato interesse dimostrato dal mercato ) . In definitiva nessuna nota negativa evidente da segnalare e sicuramente nessuna che possa suggerire l'acquisto di una iQ rispetto a quello di una 5oo. ,,,,,,,,,,,,,,
Q7 solo 4 stelle,https://www.bmwpassion.com/forum/threads/q7-solo-4-stelle.29751/,2004-04-04 00:00:00,AlexMi,"""Io spero che l'X5 stupisca sopratutto nella dinamic motor etc...etc.. poi se è meno confortevol chisssssenefrega """,http://www.quattroruote.it/news/articolo.cfm ? codice=61592solo 4 stelle EuroNCAP ( a me sta macchina proprio non mi piace ) ,,,,,,,,,,,,,,
Giulia vs Octavia?,https://forum.quattroruote.it/threads/giulia-vs-octavia.113561/page-5,2017-12-03 00:00:00,?angelo0,'Su questo non metto in dubbio la Giulia è un auto premium! Non per tutti questo intendo. Nessuno va a vedere la tecnica io si tu anche all’Alfa club anche . Ma il generico fighetto stile tronista della De Filippi compra la Mercedes questo è indubbio ok per Vico palla andato mese scorso . Top !',Che il fighetto guida mercedes sempre se é veramente sua é direi normale lui va alla moda e cio che fino ad oggi ha sentito dire perché altri non erano presenti ma certamente no perché si basa al premium di fatto non compra classe E SS ma Classe C A . Che alla fine classe A e al ribasso delle vere premium Mb ma fa figo. Ok per Vico Palla ,,,,,,,,,,,,,,
mercato berline medie novembre,https://www.bmwpassion.com/forum/threads/mercato-berline-medie-novembre.20204/,2005-07-07 00:00:00,Amante-Audi,Le a4 son crollate perché costano da morire e son orrende con il musone da formichiere... Stiamo parlando delle versioni berlin e di A4 ne sono sempre state vendute poche. La Station continua a vendere parecchio 'Le a4 son crollate perché costano da morire e son orrende con il musone da formichiere',Consegne novembre 2005 ( in ITALIA ) da 4R di Febbraio 2005 Berline Medie Alfa Romeo 159 1.408 25 4% Bmw serie 3 1.171 21 1% Volkswagen Passat 590 10 6% Mercedes classe C 397 7 2% Chrysler PT Cruiser 275 5 0% Audi A4/S4 243 4 4% ,,,,,,,,,,,,,,
Renault Kangoo Facelift (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/28179-renault-kangoo-facelift-topic-ufficiale-2007?&page=9#comments,2011-01-05 17:02:26,X82,,ammazza che brutta si salvano solo gli interni. Anche se simili auto si comprano guardando più al portafogli e alla sostanza più che alla bellezza ,,,,,,,,,,,,,,
Mazda cx3 1.5 Diesel non prende velocita',https://forum.quattroruote.it/threads/mazda-cx3-1-5-diesel-non-prende-velocita.113700/page-2,2018-04-10 00:00:00,oberdanlonghi,,Ho omesso una cosa importante. Sto aspettando da Mazda che arrivi il volante nuovo ( in garanzia ) per sostituirlo. Questa è una conferma che non è un usura normale ,,,,,,,,,,,,,,
