Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Supercars: qual'è la vostra???,https://www.bmwpassion.com/forum/threads/supercars-qual%C3%A8-la-vostra.11753/page-2,2004-07-13 00:00:00,Vegeta330,"Io prenderei la Lamb è una questione di cuore e ""soddisfazione"" ... Andrea la Lamborghini........è un'AUDI! 'Io prenderei la Lamb è una questione di cuore e ""soddisfazione"" '",io accetterei la GT e l'Aston... tutte tranne la Lambo ,,,,,,,,,,,,,,
Fiat 124 Spider 2016,https://www.autopareri.com/forums/topic/59843-fiat-124-spider-2016?&page=26#comments,2015-11-18 20:48:18,Ospite,,"Boh la Mx-5 uscente li portava divinamente i 17"" Per me niente desiderio dei 18"" qui ",,,,,,,,,,,,,,
Alfa Romeo Giulietta Quadrifoglio Verde 2014,https://www.autopareri.com/forums/topic/54494-alfa-romeo-giulietta-quadrifoglio-verde-2014?&page=28#comments,2014-04-14 18:24:01,Touareg 2.5,,La Giuli QV ha finalmente la sua quotazione ! Prezzo : ,,,,,,,,,,,,,,
Avvistamento FX Grigio,https://forum.quattroruote.it/threads/avvistamento-fx-grigio.67191/,2012-07-13 00:00:00,NITO0406,,...altro avvistamento FX Bianco uscita tangenziale nord uscita Cormano e andava... ,,,,,,,,,,,,,,
C-HR: sta arrivando.,https://forum.quattroruote.it/threads/c-hr-sta-arrivando.106124/page-6,2016-11-27 00:00:00,XPrience74,,Piano black presumo trattasi semplicemente del rivestimento nero traslucido-metallizzato. Continuo a pensare che questo c-hr sia davvero un mezzo interessante ma imho altrettanto se non forse ancor di piu' una ipotetica verso ibrida ( andate a dare un'occhiata al monovolume ibrido presentato ultimamente in madre patria ad es... ) ,,,,,,,,,,,,,,
Le BMW non BMW: Glass,https://www.bmwpassion.com/forum/threads/le-bmw-non-bmw-glass.77404/,2006-02-22 00:00:00,DUKE FLEED,,Ecco le BMW non BMW ovvero le Glas costruttore tedesco entrato nell'orbita BMW nel 66 e chiuso definitivamente nel 68. Questa era la 3000 V8 che dal 66 era venduta nella gamma BMW Glas 1600 GT venduta anche con il marchio BMW ,,,,,,,,,,,,,,
Preventivo Dacia Duster Dci 110cv Laureate 4x4,https://forum.quattroruote.it/threads/preventivo-dacia-duster-dci-110cv-laureate-4x4.57052/,2011-10-16 00:00:00,NEWsuper5,,dico che lo applicano tutte le concessionarie di tutte le case. ancora non ne ho trovato una che non facia il giochino. nel tuo caso sono 400 ? spesso sono oltre 600.............. complimenti per l'acquisto. ,,,,,,,,,,,,,,
Della serie 'ci eravamo sbagliati',https://forum.quattroruote.it/threads/della-serie-ci-eravamo-sbagliati.79355/page-3,2013-07-02 00:00:00,renexx,"aamyyy ha scritto: renexx ha scritto: aamyyy ha scritto: Il 220 da 170 cv non era biturb ma ugualmente dotato di iniettori piezoelettrici.... Anche il 170cv è biturb come dice Mauro.... N il 220 da 170 cv non era biturbo. E' biturbo da dopo il restylin ma pare che i motori oggetto del richiamo siano quelli fino al 201 quindi con una turbina sola.... Insisto: http://www.1001moteurs.com/prestazione/ficha-Mercedes-GLK-220-CDI-2100.html http://it.wikipedia.org/wiki/Mercedes-Benz_Classe_GLK#Meccanica_e_motorizzazioni... Scusat non è che ci si confonde tra OM 646 da 2.148 cc e OM 651 da 2.143 cc? La cilindrata è quasi ugual ma sono due propulsori profiondamente diversi Il secondo (l'attuale) nasce in versione depotenziata (200cdi - 100 kW - 136c poi se ne aggiungerà un'altra da mi pare 120 cv nonché il fratello minore da 1.8 litri) monoturbo a geometria variabile e in due versioni più potenti (220cdi e 250cdi) con doppia turbina. Sulla Classe C l'OM651 è stato montato dal 2008/200 la storia motoristica del Glk non mi è del tutto nota invece "" aamyyy ha scritto: renexx ha scritto: aamyyy ha scritto: Il 220 da 170 cv non era biturb ma ugualmente dotato di iniettori piezoelettrici.... Anche il 170cv è biturb come dice Mauro.... N il 220 da 170 cv non era biturbo. E' biturbo da dopo il restylin ma pare che i motori oggetto del richiamo siano quelli fino al 201 quindi con una turbina sola.... Insisto: http://www.1001moteurs.com/prestazione/ficha-Mercedes-GLK-220-CDI-2100.html http://it.wikipedia.org/wiki/Mercedes-Benz_Classe_GLK#Meccanica_e_motorizzazioni "" renexx ha scritto: aamyyy ha scritto: Il 220 da 170 cv non era biturb ma ugualmente dotato di iniettori piezoelettrici.... Anche il 170cv è biturb come dice Mauro.... N il 220 da 170 cv non era biturbo. E' biturbo da dopo il restylin ma pare che i motori oggetto del richiamo siano quelli fino al 201 quindi con una turbina sola. ' aamyyy ha scritto: Il 220 da 170 cv non era biturb ma ugualmente dotato di iniettori piezoelettrici.... Anche il 170cv è biturb come dice Mauro. 'Il 220 da 170 cv non era biturb ma ugualmente dotato di iniettori piezoelettrici.'","Sul GLK a quanto mi risulta ( vedi anche i link postati ) ci sono i biturbo 220 e 250 cdi mentre la versione depotenziata ha appunto una sola turbina come dicevi è l'OM 651 guarda caso nel 2008/2009 usciva il GLK. La prima motorizzazione a gasolio fu per un certo periodo solo quella da tre litri: ""Prendiamo la nostra 320 CDI nell ? allestimento Edition1 con il tre litri turbodiesel il solo motore a gasolio attualmente disponibile in attesa del nuovo 2200 ad alta efficienza annunciato per primavera."" ( prova di QR del 30/12/2008 ) . ",,,,,,,,,,,,,,
Giulietta benzina 170cv: pressione turbo,https://forum.quattroruote.it/threads/giulietta-benzina-170cv-pressione-turbo.110111/,2017-04-22 00:00:00,albertof24,,Aha aha... A furia di fare prove va a finire che mi ritirano la patente Facciamo che chiedo al meccanico che come dicevo è molto competente. Una prova che farò al prossimo pieno è di passare alla benzina 95 ottani in luogo della 98 ( made in Switzerland ) Eni che ho sempre utilizzato. Voglio vedere cosa succede. ,,,,,,,,,,,,,,
Mondiale F.1 - GP d'Australia 2018,https://forum.quattroruote.it/threads/mondiale-f-1-gp-daustralia-2018.115435/page-37,2018-04-01 00:00:00,zinzanbr,"'Prima hai detto che Kimi è ""fumantino ma lo hai forse confuso con Vettel. Il finnico è calmissimo e molto altruist a dispetto del suo nomignolo ""Iceman"". E' anche vero che quando le persone calme sbottano sono peggio di quelle nervos ma è quasi impossibile che ciò accada. Guarda qui: ""Il semaforo era rosso....."". Pacca reciproca sulla spalla e via (e forse un addio al mondiale....). Questo è essere un ""signore delle corse"". Comunque ammetto che anch'io di primo acchito ho avuto il dubbio che fosse ver dopo quanto successo a Melbourn con intervento persino di Minttu Raikkonen. Avranno poi chiarito nel dopo-gara.'",Fumantino nel senso che non le manda a dire all'interno del Team non intendevo nei confronti degli altri piloti. Quando non gli avevano montato il volante ha sbroccato di brutto. Secondo me pretende da chi lavora ai box e al muretto la massima professionalità e quando non gli sembra che il team lo stia assistendo nella maniera migliore si incaxxa. Mi ricordavo l'episodio del tamponamento da parte di Hamilton il danno ormai era fatto una scenata non sarebbe servita a nulla. Tanto a Kimi anche quando non parla o se addirittura indossa il casco gli si legge in faccia se sta pensando che un altro pilota o un giornalista meriterebbe un bel vaffa. Da questo punto di vista io penso che riesca a essere molto più distaccato di altri a me da l'idea di essere un pilota che pensa quasi esclusivamente alla gara mentre tutto quello che avviene prima dopo e intorno lo tocca marginalmente. ,,,,,,,,,,,,,,
Alfa Romeo 4C 2013,https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=578#comments,2013-09-25 11:45:43,lesploratore,,Tempi medi di attesa 6 mesi dicono ,,,,,,,,,,,,,,
WTCR 2019 - parliamone,https://forum.quattroruote.it/threads/wtcr-2019-parliamone.120339/page-2,2019-03-18 00:00:00,pilota54,,"Molto bella la Hyundai 2019. <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://motorsport.hyundai.com/wp-content/uploads/2019/03/wtcr.jpg"" src=""https://motorsport.hyundai.com/wp-content/uploads/2019/03/wtcr.jpg""/>",,,,,,,,,,,,,,
